"usuario","textoLcu","fuente","favs","rt","lugar","seguidores","texto_original"
"TruenoOficiaI","Veo lamentable que los medios intenten desacreditar y desvalorizar lo que el ""TRAP/RAP"" esta generando en la nueva generación.
Aseguro que la gran mayoría de mis colegas con su corta edad y recorrido tienen muchisimo respeto a cualquier mov. artístico local","Twitter for iPhone",0,4272,"Buenos Aires, Argentina",1348060,"Veo lamentable que los medios intenten desacreditar y desvalorizar lo que el ""TRAP/RAP"" esta generando en la nueva generación.
Aseguro que la gran mayoría de mis colegas con su corta edad y recorrido tienen muchisimo respeto a cualquier mov. artístico local"
"kheayf","TE FUISTE ft. 02/03
POR MI CANAL ","Twitter for iPhone",0,243,"Argentina",1515685,"TE FUISTE ft. @luckraok 02/03
POR MI CANAL https://t.co/y9S2aos1Wr"
"LITkillah","Termino de configurar el stream y les muestro el nuevo seteo, y les voy a presentar el merch oficial EEEEEEEEa","Twitter for iPhone",10983,210,"Argentina",1569130,"Termino de configurar el stream y les muestro el nuevo seteo, y les voy a presentar el merch oficial EEEEEEEEa"
"DukiSSJ","Me gusta más el remix ke la original","Twitter for iPhone",38607,1405,"LAS NUBES",2840074,"Me gusta más el remix ke la original"
"bizarrap","*paulo londra emocionado el final*

the scene         /   the camera man ","Twitter for iPhone",0,7119,"Buenos Aires, Argentina",3278395,"*paulo londra emocionado el final*

the scene         /   the camera man https://t.co/FtRANiMOYM"
"DukiSSJ","Ven a Peruu Dukoo porfavooorrrr","Twitter for iPhone",0,18,"LAS NUBES",2840073,"@DukiSSJ Ven a Peruu Dukoo porfavooorrrr"
"DukiSSJ","Bendiciones hermano te deseo lo mejor","Twitter for iPhone",3070,20,"LAS NUBES",2840073,"@cristianagudod1 Bendiciones hermano te deseo lo mejor"
"kheayf","ROMPIMO EL LOLLA Y GANO RACING CORTAAAAAA DIA VOLADO<U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525>","Twitter for iPhone",12973,391,"Argentina",1515685,"ROMPIMO EL LOLLA Y GANO RACING CORTAAAAAA DIA VOLADO<U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525>"
"bizarrap","el duko, lo mas grande q hay amigo ","Twitter for iPhone",58358,3369,"Buenos Aires, Argentina",3278395,"el duko, lo mas grande q hay amigo https://t.co/rOqoWa89qg"
"LITkillah","Ete ta ido","Twitter for iPhone",7456,69,"Argentina",1569130,"Ete @big_guap_chase ta ido"
"DukiSSJ","Si Quieren Frontear esta 1ero en el Top 50 Argentina

felicitaciones reyes ","Twitter for iPhone",0,43,"LAS NUBES",2840073,"Si Quieren Frontear esta 1ero en el Top 50 Argentina

felicitaciones reyes @DukiSSJ @DeLaGhettoReal @quevedo https://t.co/8mShHMkog7"
"MariaBecerra22","<U+0001F62D><U+0001F62D> ","Twitter for iPhone",5153,114,"",2294625,"<U+0001F62D><U+0001F62D> https://t.co/dXj3o2bCEG"
"DukiSSJ","Ah, somos una bocha tonces","Twitter for iPhone",1595,13,"LAS NUBES",2840074,"@IIT4YLOR @LITkillah Ah, somos una bocha tonces"
"rusherkingg","Loquito x ti","Twitter for iPhone",18673,1410,"Santiago del Estero, Argentina",854599,"Loquito x ti"
"tiagopzk","BABY DIMELOOOOOO O O O OOOOO, TIAGO ESTA EN PUNGA MIRA COMO SE MUEVE PA TODOS LADOS DIOS ","Twitter for iPhone",0,515,"",1302318,"BABY DIMELOOOOOO O O O OOOOO, TIAGO ESTA EN PUNGA MIRA COMO SE MUEVE PA TODOS LADOS DIOS https://t.co/DWpgGqMLDM"
"emimernes_","los del espacio mami <U+0001F496>","Twitter for iPhone",2893,94,"Argentina",1017029,"@FMK026 los del espacio mami <U+0001F496>"
"PauloLondra","Solo respeten a Argentina y su Esfuerzo","Twitter for iPhone",17312,841,"",1741703,"Solo respeten a Argentina y su Esfuerzo"
"PauloLondra","Hora de cambiar pañales, oficialmente papa raper <U+0001F974><U+0001F970><U+0001F64F>

#leonesconflow ","Instagram",16664,831,"",1741703,"Hora de cambiar pañales, oficialmente papa raper <U+0001F974><U+0001F970><U+0001F64F>

#leonesconflow https://t.co/MtWo31Y4ul"
"cazzuoficial","bueno, DY se retira. Todos mis sueños a la basura <U+0001F494> igual te amo Raymond","Twitter for iPhone",24420,626,"Buenos Aires, Argentina",1653203,"bueno, DY se retira. Todos mis sueños a la basura <U+0001F494> igual te amo Raymond"
"DukiSSJ","¿2?????","Twitter for iPhone",0,86,"LAS NUBES",2840074,"¿2?????"
"DukiSSJ","Jajajaj me muero ke linda como grita al final , ella entiende el sentimiento de la canción.","Twitter for iPhone",920,39,"LAS NUBES",2840074,"@NicolPe59221811 @dukopwssy Jajajaj me muero ke linda como grita al final , ella entiende el sentimiento de la canción."
"PauloLondra","#leonesconflow en Córdoba, Argentina ","Instagram",4101,241,"",1741703,"#leonesconflow en Córdoba, Argentina https://t.co/anCCuPN0IU"
"PauloLondra","Que sarpado verlo a mcklopedia pa no saben los raps que se soltó el master","Twitter for iPhone",4800,152,"",1741703,"Que sarpado verlo a mcklopedia pa no saben los raps que se soltó el master"
"kheayf","que lindo que sos vos bebe","Twitter for iPhone",6433,178,"Argentina",1515685,"@rusherkingg que lindo que sos vos bebe"
"PauloLondra","Gracias posta a todos los que me siguen bancando y tirando mensajes positivos, acuérdense que por ustedes voy a volver mas jodido que nunca a rompe","Twitter for iPhone",30328,1284,"",1741703,"Gracias posta a todos los que me siguen bancando y tirando mensajes positivos, acuérdense que por ustedes voy a volver mas jodido que nunca a rompe"
"MariaBecerra22","Estaba limpiando mi pieza con la playlist de Comencé bailando como loca y terminé llorando en el suelo por el cacas.","Twitter for iPhone",0,361,"",2294625,"Estaba limpiando mi pieza con la playlist de @MariaBecerra22. Comencé bailando como loca y terminé llorando en el suelo por el cacas."
"TruenoOficiaI","¿Salió ese temazo para pasar la tormenta? <U+26C8><U+FE0F><U+26C8><U+FE0F>

","Twitter for iPhone",0,317,"Buenos Aires, Argentina",1348060,"¿Salió ese temazo para pasar la tormenta? @TruenoOficiaI @naikinai19 @bizarrap <U+26C8><U+FE0F><U+26C8><U+FE0F>

https://t.co/JBYzrah4y7"
"LITkillah","Uu alto flowsito ese no me lo acordaba, ahora lo uso pa un temaa","Twitter for iPhone",3403,71,"Argentina",1569130,"@iLIT247 Uu alto flowsito ese no me lo acordaba, ahora lo uso pa un temaa"
"kheayf","temon","Twitter for iPhone",1054,17,"Argentina",1515685,"@4ingratax temon"
"DukiSSJ","Na bueno , deja un par de views pa los pi gato","Twitter for iPhone",13418,139,"LAS NUBES",2840074,"@tiagopzk Na bueno , deja un par de views pa los pi gato"
"kheayf","Donde estás de Khea es un golpe muy duro","Twitter for iPhone",0,1429,"Argentina",1515685,"Donde estás de Khea es un golpe muy duro"
"tiagopzk","Hola feliz cumplemes<U+0001F970>","Twitter for iPhone",981,33,"",1302318,"@fukintayson Hola feliz cumplemes<U+0001F970>"
"TruenoOficiaI","<U+0001F644><U+0001F495>","Twitter for iPhone",8468,96,"Buenos Aires, Argentina",1348060,"@naikinai19 <U+0001F644><U+0001F495>"
"cazzuoficial","alguien vio la luz en el cielo esta tarde? o ya estoy alucinando? <U+0001F914>","Twitter for iPhone",9540,149,"Buenos Aires, Argentina",1653203,"alguien vio la luz en el cielo esta tarde? o ya estoy alucinando? <U+0001F914>"
"LITkillah","Estoy dias estuve teniendo altas ganas de volver a andar en skate, q dicen ustedes pinta? o no porq capas le rompo las piernas y no pueda ir a algun show?","Twitter for iPhone",24482,334,"Argentina",1569130,"Estoy dias estuve teniendo altas ganas de volver a andar en skate, q dicen ustedes pinta? o no porq capas le rompo las piernas y no pueda ir a algun show?"
"PauloLondra","Te amo <U+0001F929><U+0001F929><U+0001F929> ","Twitter for iPhone",0,135,"",1741703,"Te amo <U+0001F929><U+0001F929><U+0001F929> @PauloLondra https://t.co/pnteBEACNp"
"TruenoOficiaI","WELCOME TO THE JUNGLEE avísales vos","Twitter for iPhone",23995,575,"Buenos Aires, Argentina",1348060,"WELCOME TO THE JUNGLEE @bizarrap avísales vos"
"KiddKeo95Flames","SOY DEMASIADO SALVAJE PARA MUCHO BLANDITO/A ","Twitter for iPhone",214,8,"ROCKPORT",473625,"SOY DEMASIADO SALVAJE PARA MUCHO BLANDITO/A https://t.co/nHLmV3gvjr"
"DukiSSJ","Señores, ¿creen en la magia de Twitter?

20K de RT's y los Señores del Riverland me dan dos entradas VIP para conocer a ... ","Twitter for iPhone",0,19890,"LAS NUBES",2840073,"Señores, ¿creen en la magia de Twitter?

20K de RT's y los Señores del Riverland me dan dos entradas VIP para conocer a @DukiSSJ ... https://t.co/D7i07KlRmv"
"kheayf","les daría mis ojos para verte","Twitter for iPhone",15735,1927,"Argentina",1515685,"les daría mis ojos para verte"
"tiagopzk","Bloke de DY es una locura trajo los 90 a los 2000","Twitter for iPhone",7303,185,"",1302318,"Bloke de DY es una locura trajo los 90 a los 2000"
"kheayf","HOY FRIO POLAR 19 HS <U+2764><U+FE0F>","Twitter for iPhone",0,40,"Argentina",1515685,"HOY FRIO POLAR 19 HS <U+2764><U+FE0F>"
"DukiSSJ","el que amaneció muy tranquilo es el de atención al cliente ","Twitter for iPhone",0,348,"LAS NUBES",2840074,"el que amaneció muy tranquilo es el de atención al cliente https://t.co/xAvSPHDiOa"
"rusherkingg","Ahora somos 3<U+2764><U+FE0F><U+0001F97A> ","Twitter for iPhone",5614,173,"Santiago del Estero, Argentina",854599,"Ahora somos 3<U+2764><U+FE0F><U+0001F97A> https://t.co/Rc5p7sqrYc"
"bizarrap","aaaaa jajajaja t amo lpm","Twitter for iPhone",793,7,"Buenos Aires, Argentina",3278395,"@DonChodis aaaaa jajajaja t amo lpm"
"cazzuoficial","Buen momento para compartir la hermosa postal de Selena bailando “TURRA” en los cerros jujeños donde me la crucé y me enseñó su baile. “San Francisco” queda en Las Yungas norteñas, cerca de donde nací y su gente hermosa NADA tiene q ver con la que vino en barcos. ","Twitter for iPhone",6082,200,"Buenos Aires, Argentina",1653203,"Buen momento para compartir la hermosa postal de Selena bailando “TURRA” en los cerros jujeños donde me la crucé y me enseñó su baile. “San Francisco” queda en Las Yungas norteñas, cerca de donde nací y su gente hermosa NADA tiene q ver con la que vino en barcos. https://t.co/35na9Q7e80"
"emimernes_","tengo ansiedad pero tengo sueño","Twitter for iPhone",19518,1344,"Argentina",1017029,"tengo ansiedad pero tengo sueño"
"bizarrap","Che, tranquilo con <U+2764><U+FE0F><U+0001F1E6><U+0001F1F7>

#converge ","Twitter for iPhone",0,425,"Buenos Aires, Argentina",3278395,"Che, tranquilo @bizarrap con @JKCorden 
<U+2764><U+FE0F><U+0001F1E6><U+0001F1F7>

#converge https://t.co/Sc4PHwq8Fr"
"rusherkingg","Te MMMMentiriaaAaa","Twitter for iPhone",11450,373,"Santiago del Estero, Argentina",854599,"Te MMMMentiriaaAaa"
"TruenoOficiaI","<U+0001F619><U+0001F619><U+0001F619>","Twitter for iPhone",4704,66,"Buenos Aires, Argentina",1348060,"@naikinai19 <U+0001F619><U+0001F619><U+0001F619>"
"PauloLondra","Skur gur","Twitter for iPhone",6031,145,"",1741703,"Skur gur"
"rusherkingg","Sin querer todos esos besos que nos dimos","Twitter for iPhone",10155,477,"Santiago del Estero, Argentina",854599,"Sin querer todos esos besos que nos dimos"
"MariaBecerra22","tu sabe que nos mato? que eramos tan diferentes","Twitter for iPhone",0,2695,"",2294625,"tu sabe que nos mato? que eramos tan diferentes"
"MariaBecerra22","Allá voy Villa María y Cosquín <U+2665><U+FE0F><U+0001F1E6><U+0001F1F7>","Twitter for iPhone",12171,206,"",2294625,"Allá voy Villa María y Cosquín <U+2665><U+FE0F><U+0001F1E6><U+0001F1F7>"
"kheayf","<U+2764><U+FE0F><U+200D><U+0001FA79> ","Twitter for iPhone",26159,451,"Argentina",1515685,"<U+2764><U+FE0F><U+200D><U+0001FA79> https://t.co/TQsigpXrl4"
"cazzuoficial","yo no sé si ustedes saben, pero mi segundo nombre es Emilia. Me despido lentamente…","Twitter for iPhone",4137,52,"Buenos Aires, Argentina",1653203,"@chilenabelu @emimernes_ yo no sé si ustedes saben, pero mi segundo nombre es Emilia. Me despido lentamente…"
"tiagopzk","2022 agárrate porque te como en dos panes","Twitter for iPhone",0,4783,"",1302318,"2022 agárrate porque te como en dos panes"
"DukiSSJ","Hoy cumple años el mejor representante de la camiseta argentina que jamás haya visto en cualquier disciplina.. el eterno capitán nos enseñó a jugar, a comportarnos y ser buenas personas dentro y fuera de la cancha. Gracias mamá por hacerme contemporáneo a Luis Scola! ","Twitter for iPhone",0,75,"LAS NUBES",2840073,"Hoy cumple años el mejor representante de la camiseta argentina que jamás haya visto en cualquier disciplina.. el eterno capitán nos enseñó a jugar, a comportarnos y ser buenas personas dentro y fuera de la cancha. Gracias mamá por hacerme contemporáneo a Luis Scola! https://t.co/CbvPZSOCo6"
"tiagopzk","cuando lo vi entrar a trueno ","Twitter for iPhone",0,343,"",1302318,"cuando lo vi entrar a trueno https://t.co/QMmciDGJbV"
"MariaBecerra22","Gracias por sus hermosos deseos<U+2665><U+FE0F><U+0001F60D><U+0001F38A> este ha sido mi mejor cumpleaños! Me siento tan bien, tan plena. Me encuentro en el mejor momento de mi vida, siendo más feliz que nunca!!! <U+0001F62D><U+0001F496> 22<U+0001F496>","Twitter for iPhone",28661,515,"",2294625,"Gracias por sus hermosos deseos<U+2665><U+FE0F><U+0001F60D><U+0001F38A> este ha sido mi mejor cumpleaños! Me siento tan bien, tan plena. Me encuentro en el mejor momento de mi vida, siendo más feliz que nunca!!! <U+0001F62D><U+0001F496> 22<U+0001F496>"
"emimernes_","<U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D> ","Twitter for iPhone",0,3293,"Argentina",1017029,"<U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D> https://t.co/HKVV8THfKt"
"cazzuoficial","ke me pongo maliciosa me saca lo de vampira <U+0001F9DB><U+0001F3FC><U+200D><U+2640><U+FE0F>","Twitter for iPhone",10369,1141,"Buenos Aires, Argentina",1653203,"ke me pongo maliciosa me saca lo de vampira <U+0001F9DB><U+0001F3FC><U+200D><U+2640><U+FE0F>"
"DukiSSJ","FRANCIAAAA <U+0001F1EB><U+0001F1F7><U+2764><U+FE0F><U+2764><U+FE0F>","Twitter for iPhone",0,9,"LAS NUBES",2840073,"@DukiSSJ FRANCIAAAA <U+0001F1EB><U+0001F1F7><U+2764><U+FE0F><U+2764><U+FE0F>"
"KiddKeo95Flames","Me la dedico a mí.","Twitter for iPhone",1880,233,"ROCKPORT",473625,"Me la dedico a mí."
"rusherkingg","Q vas a flashar enano","Twitter for iPhone",3223,17,"Santiago del Estero, Argentina",854599,"@Martinpdisalvo Q vas a flashar enano"
"PauloLondra","<U+0001F974>","Twitter for iPhone",5313,69,"",1741703,"<U+0001F974>"
"emimernes_","LOS AMO <U+0001F525><U+0001F970> ","Twitter for iPhone",8404,408,"Argentina",1017029,"LOS AMO <U+0001F525><U+0001F970> https://t.co/JIdrIBjajl"
"emimernes_","TAMO AFUERAAAA <U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525>","Twitter for iPhone",3062,308,"Argentina",1017029,"TAMO AFUERAAAA https://t.co/V14ShhEqJP <U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525>"
"LITkillah","Te amo amigo! gracias por ser como sos siempre desde hace años conmigo gato<U+0001F5A4> los de la houseeee","Twitter for iPhone",16001,344,"Argentina",1569130,"@FMK026 Te amo amigo! gracias por ser como sos siempre desde hace años conmigo gato<U+0001F5A4> los de la houseeee"
"MariaBecerra22","QUE PEDAZO DE TEMON LPM! Te amo ","Twitter for iPhone",4960,173,"",2294625,"QUE PEDAZO DE TEMON LPM! Te amo @FMK026 

 https://t.co/KYfjsYlC8G"
"kheayf","no pido mucho, solo q lit, khea y rusher m cocinen","Twitter for iPhone",0,339,"Argentina",1515685,"no pido mucho, solo q lit, khea y rusher m cocinen"
"emimernes_","jajajajajaj la amoooo era un griterío","Twitter for iPhone",883,47,"Argentina",1017029,"@emupdate jajajajajaj la amoooo era un griterío"
"kheayf","JAJAJJAJAJAJAJAJAJA KE TARADO","Twitter for iPhone",2041,15,"Argentina",1515685,"@Martinpdisalvo JAJAJJAJAJAJAJAJAJA KE TARADO"
"MariaBecerra22","<U+0001F928> ","Twitter for iPhone",62916,997,"",2294625,"<U+0001F928> https://t.co/ctKpIM2Mo3"
"DukiSSJ","GrCiss Alexander jefe de la vida","Twitter for iPhone",58,3,"LAS NUBES",2840073,"@alexand98796368 @LeiterSSJ GrCiss Alexander jefe de la vida"
"TruenoOficiaI","WELCOME TO THE JUNGLE","Twitter for iPhone",15925,741,"Buenos Aires, Argentina",1348060,"WELCOME TO THE JUNGLE"
"tiagopzk","Icon ","Twitter for iPhone",43282,1118,"",1302318,"Icon https://t.co/NClRuV0bcY"
"PauloLondra","Otro dia encuarentonado y mis ganas de hacer música al 394729% y recordanding.

#malditaabusadora
#homerune ","Instagram",3737,135,"",1741703,"Otro dia encuarentonado y mis ganas de hacer música al 394729% y recordanding.

#malditaabusadora
#homerune https://t.co/aFReRBYTqo"
"rusherkingg","Este soy yo viendo comentarios de los heaters culiaditos ","Twitter for iPhone",18991,269,"Santiago del Estero, Argentina",854599,"Este soy yo viendo comentarios de los heaters culiaditos https://t.co/Izvd8soTCP"
"DukiSSJ","SIN FRENOS VIDEO OFICIAL <U+0001F697> <U+0001F4A8>","Twitter for iPhone",0,187,"LAS NUBES",2840073,"https://t.co/2JCCT2lc5Y @DukiSSJ @bizarrap SIN FRENOS VIDEO OFICIAL <U+0001F697> <U+0001F4A8>"
"rusherkingg","Vamo a salir a rumbear o nos quedamos en mi cuarto?","Twitter for iPhone",15526,794,"Santiago del Estero, Argentina",854599,"Vamo a salir a rumbear o nos quedamos en mi cuarto?"
"bizarrap","TIAGO PZK: Bzrp Music Sessions #48. rompe el record y se convierte en la canción argentina con el mejor debut histórico en el Top 200 global de Spotify, ubicándose en la posición #19. actualmente.

¡Felicidades ","Twitter for iPhone",0,283,"Buenos Aires, Argentina",3278395,"TIAGO PZK: Bzrp Music Sessions #48. rompe el record y se convierte en la canción argentina con el mejor debut histórico en el Top 200 global de Spotify, ubicándose en la posición #19. actualmente.

¡Felicidades @bizarrap @tiagopzk! https://t.co/tnQWKepR0H"
"emimernes_","es joda esa cara o que","Twitter for iPhone",1202,23,"Argentina",1017029,"@LenaNarvay es joda esa cara o que"
"tiagopzk","Que problema siempre sentirte un problema","Twitter for iPhone",30202,5281,"",1302318,"Que problema siempre sentirte un problema"
"rusherkingg","Como le gusta tirar odio a la gente, lo disfrutan parece","Twitter for iPhone",9473,488,"Santiago del Estero, Argentina",854599,"Como le gusta tirar odio a la gente, lo disfrutan parece"
"KiddKeo95Flames","En el fondo , todos necesitamos un concierto de ","Twitter for iPhone",0,22,"ROCKPORT",473625,"En el fondo , todos necesitamos un concierto de @KiddKeo95Flames"
"PauloLondra","Hay que perder el miedo a las alturas si queremos el cielo","Twitter for iPhone",71035,11574,"",1741703,"Hay que perder el miedo a las alturas si queremos el cielo"
"bizarrap","Con 5,507,886 de streams, Paulo Londra BZRP Music Sessions #23 sube 22 puestos al Top Global de Spotify y se ubica en el #2 ","Twitter for iPhone",0,83,"Buenos Aires, Argentina",3278395,"Con 5,507,886 de streams, Paulo Londra BZRP Music Sessions #23 sube 22 puestos al Top Global de Spotify y se ubica en el #2 https://t.co/Qn1TSlXrRy"
"MariaBecerra22","Y la cuenta nadie me la paga, te gustan como yo no te hagassss","Twitter for iPhone",25403,1335,"",2294625,"Y la cuenta nadie me la paga, te gustan como yo no te hagassss"
"PauloLondra","Vi unas votaciones ahí y nada quiero decirles que el tema que ahora voy a cantar con piso 21 se los dedico a ustedes que votan por mi enserio me siento más que motivado gracias a ustedes y me dan ganas de dejar todo, enserio son demasiado","Twitter for iPhone",9331,463,"",1741703,"Vi unas votaciones ahí y nada quiero decirles que el tema que ahora voy a cantar con piso 21 se los dedico a ustedes que votan por mi enserio me siento más que motivado gracias a ustedes y me dan ganas de dejar todo, enserio son demasiado"
"rusherkingg","Soy el presidente de tu club de fans","Twitter for iPhone",12845,546,"Santiago del Estero, Argentina",854599,"Soy el presidente de tu club de fans"
"tiagopzk","nos fuimo a montevideooo<U+0001F496><U+0001F496><U+0001F496><U+0001F496><U+0001F496> ","Twitter for iPhone",0,23,"",1302318,"nos fuimo a montevideooo<U+0001F496><U+0001F496><U+0001F496><U+0001F496><U+0001F496> https://t.co/rSl7dI7aPS"
"MariaBecerra22","Hoooy<U+0001F60D><U+0001F64F><U+0001F3FD> ","Twitter for iPhone",5131,162,"",2294625,"Hoooy<U+0001F60D><U+0001F64F><U+0001F3FD> https://t.co/jHkDMf1cSW"
"KiddKeo95Flames","HOY A LAS 21:00 SALE ""DTO"" Y EL K SABE SABE. ","Twitter for iPhone",352,21,"ROCKPORT",473625,"HOY A LAS 21:00 SALE ""DTO"" Y EL K SABE SABE. https://t.co/th3VUUAPXP"
