"usuario","textoLcu","fuente","favs","rt","lugar","seguidores","texto_original"
"DukiSSJ","VAMOOOOO EQUIPOOOOOOOOOOO SE SIGUEEEEEEE
DALE DALE DALEEEEE","Twitter for iPhone",0,21,"LAS NUBES",2840073,"VAMOOOOO EQUIPOOOOOOOOOOO SE SIGUEEEEEEE
@LuknCSGO @FrankkasterX @dgtcsgo @maxgzez @roxfps @dav1dcs1 @zakkfps 
DALE DALE DALEEEEE"
"rusherkingg","DESPIERTA YA MUJEEEEEER","Twitter for iPhone",9172,214,"Santiago del Estero, Argentina",854599,"DESPIERTA YA MUJEEEEEER"
"LITkillah","Y mañana viajo a las vegas, aka no dormimo papu","Twitter for iPhone",3996,79,"Argentina",1569130,"@LITmawz Y mañana viajo a las vegas, aka no dormimo papu"
"bizarrap","a partir del 00:15","Twitter for iPhone",1364,10,"Buenos Aires, Argentina",3278395,"@Falbo_IM a partir del 00:15"
"kheayf","¡Felicidades y por ganar el #PremioLoNuestro a 'Remix del Año' por su canción 'Ayer me llamó mi ex'! <U+0001F44F> ","Twitter for iPhone",0,199,"Argentina",1515685,"¡Felicidades @kheayf, @NattiNatasha y @PrinceRoyce por ganar el #PremioLoNuestro a 'Remix del Año' por su canción 'Ayer me llamó mi ex'! <U+0001F44F> https://t.co/xXMMetvI2f"
"DukiSSJ","FRANCIAAAA <U+0001F1EB><U+0001F1F7><U+2764><U+FE0F><U+2764><U+FE0F>","Twitter for iPhone",0,9,"LAS NUBES",2840073,"@DukiSSJ FRANCIAAAA <U+0001F1EB><U+0001F1F7><U+2764><U+FE0F><U+2764><U+FE0F>"
"tiagopzk","Que temazo now lpm","Twitter for iPhone",27176,1406,"",1302318,"Que temazo now lpm"
"kheayf","JAJAJAJAJA PUSE KILLA ES KILLAH PERDON LIT","Twitter for iPhone",9342,151,"Argentina",1515685,"JAJAJAJAJA PUSE KILLA ES KILLAH PERDON LIT"
"DukiSSJ","toy pa sacar otro álbum<U+0001F914>","Twitter for iPhone",0,223,"LAS NUBES",2840074,"toy pa sacar otro álbum<U+0001F914>"
"cazzuoficial","Ellas y su música INCREÍBLE lo que lograron <U+0001F5A4> mujeres que hicieron el camino por el que caminamos todas nosotras <U+0001F972>. Gracias por hacerme parte!","Twitter for iPhone",3087,84,"Buenos Aires, Argentina",1653203,"Ellas y su música @LatinGRAMMYs INCREÍBLE lo que lograron <U+0001F5A4> mujeres que hicieron el camino por el que caminamos todas nosotras <U+0001F972>. Gracias por hacerme parte!"
"KiddKeo95Flames","Estoy otra vez en TWITCH! Back to the Trap +10 ROUNDS ","Streamlabs Twitter",93,1,"ROCKPORT",473625,"Estoy otra vez en TWITCH! Back to the Trap +10 ROUNDS https://t.co/lCq2cnqbJf"
"PauloLondra","Que sarpado verlo a mcklopedia pa no saben los raps que se soltó el master","Twitter for iPhone",4800,152,"",1741703,"Que sarpado verlo a mcklopedia pa no saben los raps que se soltó el master"
"MariaBecerra22","Trata a los demás como te gusta que te traten<U+0001F496>","Twitter for iPhone",39183,6463,"",2294625,"Trata a los demás como te gusta que te traten<U+0001F496>"
"LITkillah","Estoy para que se empiezen a grabar las reacciones de sus abuelos escuchando La Trampa Es ley y lo suban eee los reposteo jajajajja ","Twitter for iPhone",10077,217,"Argentina",1569130,"Estoy para que se empiezen a grabar las reacciones de sus abuelos escuchando La Trampa Es ley y lo suban eee los reposteo jajajajja https://t.co/RxlgljAFt9"
"DukiSSJ","ajajaj elon musk quiere comprar twitter por 43 mil millones de dolares alguien q le avise q en el app store esta gratis <U+0001F602><U+0001F602><U+0001F602>","Twitter for iPhone",0,1285,"LAS NUBES",2840074,"ajajaj elon musk quiere comprar twitter por 43 mil millones de dolares alguien q le avise q en el app store esta gratis <U+0001F602><U+0001F602><U+0001F602>"
"rusherkingg","Lo nuestro está tan toxic como chernóbil <U+0001F915>","Twitter for iPhone",24517,1375,"Santiago del Estero, Argentina",854599,"Lo nuestro está tan toxic como chernóbil <U+0001F915>"
"PauloLondra","Mientras tanto en el fondo de bikini, tenemos a este loquito que siempre que tenga alguien que le grite que lo suelte procede a soltarse estos flows inquebrantables inalcanzables jeh 

#leonesconflow… ","Instagram",4739,183,"",1741703,"Mientras tanto en el fondo de bikini, tenemos a este loquito que siempre que tenga alguien que le grite que lo suelte procede a soltarse estos flows inquebrantables inalcanzables jeh 

#leonesconflow… https://t.co/5nA1DYDUzA"
"MariaBecerra22","Quien hizo eso?","Twitter for iPhone",175,8,"",2294625,"@gwsbecerra Quien hizo eso?"
"bizarrap","BZRP #47 || YA DISPONIBLE<U+0001F1EA><U+0001F1F8><U+0001F1F2><U+0001F1E6><U+0001F1E6><U+0001F1F7> ","Twitter for iPhone",26522,2286,"Buenos Aires, Argentina",3278395,"BZRP #47 || @el_moraddd 

YA DISPONIBLE<U+0001F1EA><U+0001F1F8><U+0001F1F2><U+0001F1E6><U+0001F1E6><U+0001F1F7> https://t.co/NF6wBCYQ1F"
"MariaBecerra22","BAJAJJAJAJWJJAJSJWJQJQJ ","Twitter for iPhone",7744,154,"",2294625,"BAJAJJAJAJWJJAJSJWJQJQJ https://t.co/oEl0qwhI0t"
"emimernes_","había desaparecido xq me intoxiqué. siempre triunfando","Twitter for iPhone",25675,273,"Argentina",1017029,"había desaparecido xq me intoxiqué. siempre triunfando"
"emimernes_","mañana lo damos mi hermano <U+0001F496>","Twitter for iPhone",3539,33,"Argentina",1017029,"@Martinpdisalvo mañana lo damos mi hermano <U+0001F496>"
"cazzuoficial","de repente Timotheé Charlamet me parece el ser más hermoso k pisó esta tierra, como pasó?","Twitter for iPhone",7201,358,"Buenos Aires, Argentina",1653203,"de repente Timotheé Charlamet me parece el ser más hermoso k pisó esta tierra, como pasó?"
"tiagopzk","Que discazo silk sonic","Twitter for iPhone",6323,161,"",1302318,"Que discazo silk sonic"
"emimernes_","hoy Mendoza <U+0001F9F8><U+0001F496>","Twitter for iPhone",7817,129,"Argentina",1017029,"hoy Mendoza <U+0001F9F8><U+0001F496>"
"DukiSSJ","La primera bala pffff","Twitter for iPhone",1595,6,"LAS NUBES",2840073,"@LuknCSGO La primera bala pffff"
"LITkillah","Quedan 3 funciones todavia komo q agotadas eeeeeeee","Twitter for iPhone",3837,41,"Argentina",1569130,"@_kiki_20 Quedan 3 funciones todavia komo q agotadas eeeeeeee"
"LITkillah","Jajajajja q capa gracias<U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>","Twitter for iPhone",502,23,"Argentina",1569130,"@merce_suarez_ @Spotify Jajajajja q capa gracias<U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>"
"cazzuoficial","llegó la hora de tu castigo..","Twitter for iPhone",9425,662,"Buenos Aires, Argentina",1653203,"llegó la hora de tu castigo.."
"cazzuoficial","hace 2 años no canto en ARGENTINA <U+0001F97A> este finde en CÓRDOBA <U+2764><U+FE0F> después de tanto. ","Twitter for iPhone",6427,106,"Buenos Aires, Argentina",1653203,"hace 2 años no canto en ARGENTINA <U+0001F97A> este finde en CÓRDOBA <U+2764><U+FE0F> después de tanto. https://t.co/Te8UNyex9v"
"DukiSSJ","espero algún día lo veas :(( ","Twitter for iPhone",0,106,"LAS NUBES",2840074,"@DukiSSJ espero algún día lo veas :(( https://t.co/rpfKhsYQbj"
"DukiSSJ","Voy a empezar a tocar pininfarina en el vivo","Twitter for iPhone",57456,1022,"LAS NUBES",2840074,"Voy a empezar a tocar pininfarina en el vivo"
"DukiSSJ","Reverse sweep completed! is the final Americas team to qualify for #PGLMajor

<U+0001F1E6><U+0001F1F7> <U+0001F1FA><U+0001F1FE> <U+0001F1E8><U+0001F1F1> <U+0001F1FA><U+0001F1FE> <U+0001F1E6><U+0001F1F7> ","Twitter for iPhone",0,606,"LAS NUBES",2840073,"Reverse sweep completed! @9zTeam is the final Americas team to qualify for #PGLMajor

<U+0001F1E6><U+0001F1F7> @LuknCSGO 
<U+0001F1FA><U+0001F1FE> @dgtcsgo 
<U+0001F1E8><U+0001F1F1> @dav1dcs1 
<U+0001F1FA><U+0001F1FE> @maxgzez 
<U+0001F1E6><U+0001F1F7> @roxfps https://t.co/vSlgTMFVEe"
"cazzuoficial","Debería hacer un BONUS TRAP Vol.2 <U+0001F480> cual es el tema q mas les gusta de los 3? A verrrrrr comenten","Twitter for iPhone",9811,189,"Buenos Aires, Argentina",1653203,"Debería hacer un BONUS TRAP Vol.2 <U+0001F480> cual es el tema q mas les gusta de los 3? A verrrrrr comenten"
"KiddKeo95Flames","En Directo con el TALE$ En Twitch! 

","Twitter for iPhone",71,1,"ROCKPORT",473625,"En Directo con el TALE$ En Twitch! 

https://t.co/qShFP2xWT5"
"MariaBecerra22","Feliz cumple para miiiiiii<U+0001F970><U+0001F60D><U+2665><U+FE0F><U+2665><U+FE0F><U+0001F60D><U+2665><U+FE0F><U+0001F97A><U+2665><U+FE0F><U+2665><U+FE0F><U+2665><U+FE0F>","Twitter for iPhone",54601,1158,"",2294625,"Feliz cumple para miiiiiii<U+0001F970><U+0001F60D><U+2665><U+FE0F><U+2665><U+FE0F><U+0001F60D><U+2665><U+FE0F><U+0001F97A><U+2665><U+FE0F><U+2665><U+FE0F><U+2665><U+FE0F>"
"tiagopzk","Una locura la cantidad de personas que van a los shows de los pibes, bocha de amor nos dan<U+2764><U+FE0F>","Twitter for iPhone",14072,250,"",1302318,"Una locura la cantidad de personas que van a los shows de los pibes, bocha de amor nos dan<U+2764><U+FE0F>"
"LITkillah","Dios bendiga el autotune","Twitter for iPhone",33609,1032,"Argentina",1569130,"Dios bendiga el autotune"
"rusherkingg","Cheeeeee que parecido la puta que lo parió, hasta emocionante es la secuencia","Twitter for iPhone",3298,70,"Santiago del Estero, Argentina",854599,"@tiagopzk Cheeeeee que parecido la puta que lo parió, hasta emocionante es la secuencia"
"TruenoOficiaI","Tamo en el barrio de vuelta modo <U+270D><U+FE0F><U+270D><U+FE0F><U+270D><U+FE0F><U+270D><U+FE0F>","Twitter for iPhone",13774,348,"Buenos Aires, Argentina",1348060,"Tamo en el barrio de vuelta modo <U+270D><U+FE0F><U+270D><U+FE0F><U+270D><U+FE0F><U+270D><U+FE0F>"
"PauloLondra","Mi mano es chica pero igual sostiene el balón y pica 
De manera de que si el gringo dispara siempre triplica Jeh 

#adidassuperstar 
adidasar 

Lesguere ","Instagram",2725,117,"",1741703,"Mi mano es chica pero igual sostiene el balón y pica 
De manera de que si el gringo dispara siempre triplica Jeh 

#adidassuperstar 
adidasar 

Lesguere https://t.co/l9XjbA2LZH"
"DukiSSJ","""Porque es bueno"" <U+0001F602> #NBAPlayoffs 

x ","Twitter for iPhone",0,34,"LAS NUBES",2840073,"""Porque es bueno"" <U+0001F602> #NBAPlayoffs 

@ACFresh21 x @DeMar_DeRozan https://t.co/eBeYZTzTpo"
"PauloLondra","Con el que me enseña de fuerza ","Instagram",4145,90,"",1741703,"Con el que me enseña de fuerza https://t.co/9EPM3ZxtHV"
"LITkillah","Losvideo youtube no me los pone en tendencia cuando se muestran armas o sangre, asi como my bag o en la oscuridadyo ya se esto siempre de ante mano pero q no quiero q eso me limite para hacer las ideas q tengo en mis videos, mientras a ustedes les guste la tendencia es lodemenos","Twitter for iPhone",13219,256,"Argentina",1569130,"@conniconst Losvideo youtube no me los pone en tendencia cuando se muestran armas o sangre, asi como my bag o en la oscuridadyo ya se esto siempre de ante mano pero q no quiero q eso me limite para hacer las ideas q tengo en mis videos, mientras a ustedes les guste la tendencia es lodemenos"
"TruenoOficiaI","Aunque las masas quieran yo no soy un Justin Bieber, perdón pero las calles de mi barrio me lo impiden.","Twitter for iPhone",54695,2110,"Buenos Aires, Argentina",1348060,"Aunque las masas quieran yo no soy un Justin Bieber, perdón pero las calles de mi barrio me lo impiden."
"MariaBecerra22","Queee? Ay amor de mi vidaaaaa<U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F97A><U+2665><U+FE0F> muchisimas gracias por tanto amor!! Te llevo en el corazón por siempre<U+2665><U+FE0F><U+0001F64F><U+0001F3FD> ","Twitter for iPhone",14638,237,"",2294625,"Queee? Ay amor de mi vidaaaaa<U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F97A><U+2665><U+FE0F> muchisimas gracias por tanto amor!! Te llevo en el corazón por siempre<U+2665><U+FE0F><U+0001F64F><U+0001F3FD> https://t.co/hidFsELsOw"
"LITkillah","Sigan dandole amor en spotify que entramos al top <U+0001F5A4><U+0001F5A4><U+0001F5A4> ","Twitter for iPhone",6172,277,"Argentina",1569130,"Sigan dandole amor en spotify que entramos al top <U+0001F5A4><U+0001F5A4><U+0001F5A4> https://t.co/3s0mvd7n0X"
"rusherkingg","Buenos días mi genteeeeee como están?","Twitter for iPhone",6111,100,"Santiago del Estero, Argentina",854599,"Buenos días mi genteeeeee como están?"
"emimernes_","que impresión lpm","Twitter for iPhone",13305,48,"Argentina",1017029,"@mrnsbrave que impresión lpm"
"emimernes_","Duki soltero// Duki ahora que está con Emilia ","Twitter for iPhone",0,9295,"Argentina",1017029,"Duki soltero// Duki ahora que está con Emilia https://t.co/MNSO0vT0LG"
"emimernes_","abríguense para el lolla que hace frío","Twitter for iPhone",22433,283,"Argentina",1017029,"abríguense para el lolla que hace frío"
"LITkillah","Yo quiero salvarte como naruto a konohaaaaaaaaaaaa","Twitter for iPhone",27942,2599,"Argentina",1569130,"Yo quiero salvarte como naruto a konohaaaaaaaaaaaa"
"cazzuoficial","me estoy portando bien.","Twitter for iPhone",21630,4239,"Buenos Aires, Argentina",1653203,"me estoy portando bien."
"LITkillah","rt ","Twitter for iPhone",14520,379,"Argentina",1569130,"rt https://t.co/jpb2TPVNCw"
"KiddKeo95Flames","#FREEMENOR #RR 
","Twitter for iPhone",148,6,"ROCKPORT",473625,"#FREEMENOR #RR 
https://t.co/ZAjnaeyjT9 https://t.co/lFUEnQTsWd"
"tiagopzk","Ojalá me viera asi d tierno ","Twitter for iPhone",47874,972,"",1302318,"Ojalá me viera asi d tierno https://t.co/rvMdfFhnnE"
"TruenoOficiaI","¿Salió ese temazo para pasar la tormenta? <U+26C8><U+FE0F><U+26C8><U+FE0F>

","Twitter for iPhone",0,317,"Buenos Aires, Argentina",1348060,"¿Salió ese temazo para pasar la tormenta? @TruenoOficiaI @naikinai19 @bizarrap <U+26C8><U+FE0F><U+26C8><U+FE0F>

https://t.co/JBYzrah4y7"
"kheayf","JAJAJQJJQQJ lo ganaste vos pisculichiii","Twitter for iPhone",1122,10,"Argentina",1515685,"@bhaviboi JAJAJQJJQQJ lo ganaste vos pisculichiii"
"DukiSSJ","Llegue tarde perdón , felices 18 gracias por el aguante, mucho amor","Twitter for iPhone",4372,21,"LAS NUBES",2840074,"@highdarIing Llegue tarde perdón , felices 18 gracias por el aguante, mucho amor"
"DukiSSJ","#temporadadereggaeton2 recién arranca","Twitter for iPhone",18087,716,"LAS NUBES",2840074,"#temporadadereggaeton2 recién arranca"
"tiagopzk","<U+0001F423> ","Twitter for iPhone",47942,942,"",1302318,"<U+0001F423> https://t.co/BkBWPrlXx5"
"DukiSSJ","#temporadadereggaeton2 recién arranca","Twitter for iPhone",18087,716,"LAS NUBES",2840073,"#temporadadereggaeton2 recién arranca"
"rusherkingg","Estoy enamorao del color verde","Twitter for iPhone",14752,823,"Santiago del Estero, Argentina",854599,"Estoy enamorao del color verde"
"LITkillah","Me*","Twitter for iPhone",7046,70,"Argentina",1569130,"Me*"
"tiagopzk","Alto edit pero no es el real:(","Twitter for iPhone",0,162,"",1302318,"@felipeare_22 Alto edit pero no es el real:("
"cazzuoficial",".y rompen todo en “Pa Mis Muchachas”, que ya se encuentra #1 en casi todos los charts. #MTVNewsLA <U+2764><U+FE0F><U+200D><U+0001F525> ","Twitter for iPhone",0,341,"Buenos Aires, Argentina",1653203,".@xtina, @iambeckyg, @naikinai19 y @NathyPeluso rompen todo en “Pa Mis Muchachas”, que ya se encuentra #1 en casi todos los charts. #MTVNewsLA <U+2764><U+FE0F><U+200D><U+0001F525> https://t.co/A9QbcHK4uH"
"TruenoOficiaI","Hace un año estaba ganando la Red Bull, hoy estoy grabando el proyecto más cabron del año...","Twitter for iPhone",51475,1581,"Buenos Aires, Argentina",1348060,"Hace un año estaba ganando la Red Bull, hoy estoy grabando el proyecto más cabron del año..."
"KiddKeo95Flames","EN 2 DIAS TENEMOS EL PRIMER SHOW DE LA DOBLE #RR EN SEVILLA !!!! CONCIERTO DE TALES / CONCIERTO DE YUNG SARRIA / Y CERRAMOS CON EL MIO !!!  

ENTRADAS: ","Twitter for iPhone",150,3,"ROCKPORT",473625,"EN 2 DIAS TENEMOS EL PRIMER SHOW DE LA DOBLE #RR EN SEVILLA !!!! CONCIERTO DE TALES / CONCIERTO DE YUNG SARRIA / Y CERRAMOS CON EL MIO !!!  

ENTRADAS: https://t.co/XW8Fzij6Fv https://t.co/4nks5Xa0RW"
"MariaBecerra22","Lola te amooo<U+2665><U+FE0F><U+2665><U+FE0F><U+2665><U+FE0F><U+0001F60D><U+0001F60D> ","Twitter for iPhone",12145,141,"",2294625,"Lola te amooo<U+2665><U+FE0F><U+2665><U+FE0F><U+2665><U+FE0F><U+0001F60D><U+0001F60D> https://t.co/BoipeWioNc"
"DukiSSJ","esa costumbre argentina de encasillarnos tipo “la kali uchis argentina” te comento que me llamo chita y llevo años de mi vida buscando un sonido para q venga un raul y me diga LA KALI UCHIS ARGENTINA porke me cortas las alas broder","Twitter for iPhone",0,528,"LAS NUBES",2840073,"esa costumbre argentina de encasillarnos tipo “la kali uchis argentina” te comento que me llamo chita y llevo años de mi vida buscando un sonido para q venga un raul y me diga LA KALI UCHIS ARGENTINA porke me cortas las alas broder"
"emimernes_","bueno voy a escuchar cuatro veinte por décima quinta vez en el día","Twitter for iPhone",0,669,"Argentina",1017029,"bueno voy a escuchar cuatro veinte por décima quinta vez en el día"
"rusherkingg","Tratando de entenderte me gradué","Twitter for iPhone",16034,934,"Santiago del Estero, Argentina",854599,"Tratando de entenderte me gradué"
"kheayf","temon","Twitter for iPhone",1054,17,"Argentina",1515685,"@4ingratax temon"
"DukiSSJ","Sacamos el 2do single de #TemporadaDeReggaeton2 ?","Twitter for iPhone",36825,966,"LAS NUBES",2840074,"Sacamos el 2do single de #TemporadaDeReggaeton2 ?"
"bizarrap","<U+0001F3CE><U+0001F4A8> <U+0001F1E6><U+0001F1F7>x<U+0001F1EB><U+0001F1F7> ","Twitter for iPhone",80550,2047,"Buenos Aires, Argentina",3278395,"<U+0001F3CE><U+0001F4A8> @PierreGASLY 
<U+0001F1E6><U+0001F1F7>x<U+0001F1EB><U+0001F1F7> https://t.co/vcPhDwo5IJ"
"LITkillah","Acabo de subir un video informativo sobre educacion de niños a tik tok vayan a verlo!","Twitter for iPhone",9279,171,"Argentina",1569130,"Acabo de subir un video informativo sobre educacion de niños a tik tok vayan a verlo!"
"LITkillah","Jajajja q locura el show de recien, tan re lokos jajajajja la pase increible gracias<U+0001F5A4>","Twitter for iPhone",18519,334,"Argentina",1569130,"Jajajja q locura el show de recien, tan re lokos jajajajja la pase increible gracias<U+0001F5A4>"
"DukiSSJ","Vamos a cambiar a un lugar más grande mi gente de Peru, trankilos","Twitter for iPhone",18903,388,"LAS NUBES",2840073,"Vamos a cambiar a un lugar más grande mi gente de Peru, trankilos"
"DukiSSJ","Nos vamo paaaa","Twitter for iPhone",1068,5,"LAS NUBES",2840073,"@roxfps @9zTeam @LuknCSGO @dgtcsgo @maxgzez @dav1dcs1 @zakkfps Nos vamo paaaa"
"DukiSSJ","good job luken ","Twitter for iPhone",0,211,"LAS NUBES",2840074,"good job luken https://t.co/oYbBcMrzAx"
"KiddKeo95Flames","Por eso es que me levanté yo triste hoy.","Twitter for iPhone",1364,200,"ROCKPORT",473625,"Por eso es que me levanté yo triste hoy."
"TruenoOficiaI","Mamichula 100palos píntala del color q quierass","Twitter for iPhone",55859,1657,"Buenos Aires, Argentina",1348060,"Mamichula 100palos píntala del color q quierass"
"kheayf","<U+0001F498>","Twitter for iPhone",2351,28,"Argentina",1515685,"@DukiSSJ <U+0001F498>"
"cazzuoficial","<U+0001F97A><U+2764><U+FE0F><U+0001F97A><U+2764><U+FE0F><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D>","Twitter for iPhone",318,5,"Buenos Aires, Argentina",1653203,"@HerBerazategui <U+0001F97A><U+2764><U+FE0F><U+0001F97A><U+2764><U+FE0F><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D>"
"KiddKeo95Flames","Sigueme en Twitch <U+0001F525>
","Twitter for iPhone",119,2,"ROCKPORT",473625,"Sigueme en Twitch <U+0001F525>
https://t.co/qShFP2xWT5"
