"usuario","textoLcu","fuente","favs","rt","lugar","seguidores","texto_original"
"DukiSSJ","Tiago PZK <U+0001F1E6><U+0001F1F7>, Maria Becerra <U+0001F1E6><U+0001F1F7> y LIT killah <U+0001F1E6><U+0001F1F7> presentando ""Entre Nosotros Remix"" en los #LatinAMAs <U+0001F3C6><U+0001F4A5>

","Twitter for iPhone",0,2829,"LAS NUBES",2840074,"Tiago PZK <U+0001F1E6><U+0001F1F7>, Maria Becerra <U+0001F1E6><U+0001F1F7> y LIT killah <U+0001F1E6><U+0001F1F7> presentando ""Entre Nosotros Remix"" en los #LatinAMAs <U+0001F3C6><U+0001F4A5>

https://t.co/dyE4yb031n"
"TruenoOficiaI","ARGENTINA EN LA CANCHA <U+0001F1E6><U+0001F1F7>","Twitter for iPhone",15605,873,"Buenos Aires, Argentina",1348060,"ARGENTINA EN LA CANCHA <U+0001F1E6><U+0001F1F7>https://t.co/M3kxwF5gZD"
"tiagopzk","EL BIZA LA SOLTÓ…
PERO EL LA AGARRÓ,
Y A LA PISTA LA PARTIÓ:
EN DOS, EN DOS","Twitter for iPhone",0,2437,"",1302318,"EL BIZA LA SOLTÓ…
PERO EL @tiagopzk LA AGARRÓ,
Y A LA PISTA LA PARTIÓ:
EN DOS, EN DOS"
"emimernes_","estos son buenísimos lpm","Twitter for iPhone",503,31,"Argentina",1017029,"@chrisxthia estos son buenísimos lpm"
"DukiSSJ","6AM MAÑANA

9Z vs 00NATION

Todo por: ","Twitter for iPhone",0,20,"LAS NUBES",2840073,"6AM MAÑANA

9Z vs 00NATION

Todo por: https://t.co/PdRsTCQcnH"
"cazzuoficial","te amo <U+0001F62D> gracias x hacerme parte! ","Twitter for iPhone",6157,409,"Buenos Aires, Argentina",1653203,"te amo <U+0001F62D> gracias x hacerme parte! https://t.co/x7IRKP2nlA"
"TruenoOficiaI","Tamos rompiendo y en nada sale un temón <U+0001F975><U+0001F975>","Twitter for iPhone",22018,465,"Buenos Aires, Argentina",1348060,"Tamos rompiendo y en nada sale un temón <U+0001F975><U+0001F975>"
"MariaBecerra22","Temoooon lpm","Twitter for iPhone",2046,41,"",2294625,"@FMK026 Temoooon lpm"
"tiagopzk","<U+0001F62D><U+2764><U+FE0F>","Twitter for iPhone",386,7,"",1302318,"@szkgeer <U+0001F62D><U+2764><U+FE0F>"
"cazzuoficial","El Miércoles la Bizarrap Session de mi hermano Ela <U+0001F972> x fin!","Twitter for iPhone",22912,438,"Buenos Aires, Argentina",1653203,"El Miércoles la Bizarrap Session de mi hermano Ela <U+0001F972> x fin!"
"KiddKeo95Flames","Que opines de todo no te hace más inteligente, si no más estúpido.","Twitter for iPhone",1714,298,"ROCKPORT",473625,"Que opines de todo no te hace más inteligente, si no más estúpido."
"rusherkingg","JAJAJAJA TE QUIERO MI REY","Twitter for iPhone",2957,38,"Santiago del Estero, Argentina",854599,"@big_one_real JAJAJAJA TE QUIERO MI REY"
"DukiSSJ","VAAAMO 9z","Twitter for iPhone",10631,458,"LAS NUBES",2840073,"VAAAMO 9z"
"DukiSSJ","Nada nada, palo.
Lo de y #Quevedo no tiene sentido. 
De locos","Twitter for iPhone",0,260,"LAS NUBES",2840074,"Nada nada, palo.
Lo de @DukiSSJ @DeLaGhettoReal y #Quevedo no tiene sentido. 
De locos"
"DukiSSJ","Sacamos el 2do single de #TemporadaDeReggaeton2 ?","Twitter for iPhone",36825,966,"LAS NUBES",2840074,"Sacamos el 2do single de #TemporadaDeReggaeton2 ?"
"tiagopzk","Habia perdido una mac de las ultimas hace como 4 meses hoy apareció un uber y me la devolvió, tengo un dios aparte","Twitter for iPhone",40268,330,"",1302318,"Habia perdido una mac de las ultimas hace como 4 meses hoy apareció un uber y me la devolvió, tengo un dios aparte"
"emimernes_","me mata","Twitter for iPhone",1181,16,"Argentina",1017029,"@BelitoRafa me mata"
"DukiSSJ","NE MUERO POR QUE PASE ESTO #MOTOMAMI TOUR ","Twitter for iPhone",0,4855,"LAS NUBES",2840074,"NE MUERO POR QUE PASE ESTO #MOTOMAMI TOUR https://t.co/SRiGmXedp2"
"DukiSSJ","TODOS DENLE REUTIT ASÍ LE DAN DOS ENTRADAS VIP PA CONOCERME EN RIVERLAND, SI LOS CONSIGUE LE DOY DOS MÁS <U+2764><U+FE0F><U+0001F60E> ","Twitter for iPhone",7361,570,"LAS NUBES",2840073,"TODOS DENLE REUTIT ASÍ LE DAN DOS ENTRADAS VIP PA CONOCERME EN RIVERLAND, SI LOS CONSIGUE LE DOY DOS MÁS <U+2764><U+FE0F><U+0001F60E> https://t.co/3OJatJB6oi"
"kheayf","tu cara al ver cómo se cae el celular y se va tu carrera de tiktoker ","Twitter for iPhone",0,62,"Argentina",1515685,"@kheayf tu cara al ver cómo se cae el celular y se va tu carrera de tiktoker https://t.co/ueN8yi67ez"
"KiddKeo95Flames","Seguimos en Twitch! ","Twitter for iPhone",108,1,"ROCKPORT",473625,"Seguimos en Twitch! https://t.co/qShFP2xWT5"
"KiddKeo95Flames","No quiero saber nada.","Twitter for iPhone",2478,622,"ROCKPORT",473625,"No quiero saber nada."
"DukiSSJ","Les puedo asegurar q el movistar de hoy va a ser una fiestaaa <U+0001F92F><U+0001F92F>  ","Twitter for iPhone",0,62,"LAS NUBES",2840074,"Les puedo asegurar q el movistar de hoy va a ser una fiestaaa <U+0001F92F><U+0001F92F>  @FMK026"
"tiagopzk","Yo mas mi principe","Twitter for iPhone",7014,88,"",1302318,"@rusherkingg Yo mas mi principe"
"PauloLondra","Solo quiero mi ferne para andar sofresh sofresh so clean 

Necesitando esto 

#leonesconflow
#thelifeofpaulo
#sofresh ","Instagram",4931,244,"",1741703,"Solo quiero mi ferne para andar sofresh sofresh so clean 

Necesitando esto 

#leonesconflow
#thelifeofpaulo
#sofresh https://t.co/P9HUYhwKXn"
"DukiSSJ","Making the #PGLMajor means the world to these guys <U+0001F525>

<U+0001F1E6><U+0001F1F7> <U+0001F1FA><U+0001F1FE> <U+0001F1E8><U+0001F1F1> ","Twitter for iPhone",0,2902,"LAS NUBES",2840074,"Making the #PGLMajor means the world to these guys <U+0001F525>

<U+0001F1E6><U+0001F1F7> <U+0001F1FA><U+0001F1FE> <U+0001F1E8><U+0001F1F1> @9zTeam https://t.co/G3ILVEea2R"
"bizarrap","bizarrap en 2021 ","Twitter for iPhone",0,230,"Buenos Aires, Argentina",3278395,"bizarrap en 2021 https://t.co/UVn1qSP4S8"
"DukiSSJ","Nos vamo paaaa","Twitter for iPhone",1068,5,"LAS NUBES",2840073,"@roxfps @9zTeam @LuknCSGO @dgtcsgo @maxgzez @dav1dcs1 @zakkfps Nos vamo paaaa"
"MariaBecerra22","Viendo los Premios Lo Nuestro<U+2665><U+FE0F><U+0001F60D><U+0001F64F><U+0001F3FD><U+0001F64F><U+0001F3FD><U+0001F64F><U+0001F3FD>","Twitter for iPhone",10739,202,"",2294625,"Viendo los Premios Lo Nuestro<U+2665><U+FE0F><U+0001F60D><U+0001F64F><U+0001F3FD><U+0001F64F><U+0001F3FD><U+0001F64F><U+0001F3FD>"
"KiddKeo95Flames","FELICIDAD<U+0001F499> ","Twitter for iPhone",633,29,"ROCKPORT",473625,"FELICIDAD<U+0001F499> https://t.co/dhLqmPbDtp"
"tiagopzk","K discazo oscuro extasis","Twitter for iPhone",17715,1756,"",1302318,"K discazo oscuro extasis"
"DukiSSJ","Duko ven a Ecuador, plisss<U+0001F62D>","Twitter for iPhone",0,20,"LAS NUBES",2840074,"@DukiSSJ Duko ven a Ecuador, plisss<U+0001F62D>"
"cazzuoficial","el amigo acá en busca de una turrita, si alguien sabe k avise. ","Twitter for iPhone",2624,66,"Buenos Aires, Argentina",1653203,"el amigo acá en busca de una turrita, si alguien sabe k avise. https://t.co/5dy4jaZdwg"
"cazzuoficial","vos te das la vuelta y tu amiguito se me tira <U+0001F639>..","Twitter for iPhone",20608,2919,"Buenos Aires, Argentina",1653203,"vos te das la vuelta y tu amiguito se me tira <U+0001F639>.."
"bizarrap","los duros llevan motorola","Twitter for iPhone",68466,4559,"Buenos Aires, Argentina",3278395,"los duros llevan motorola"
"MariaBecerra22","Felices x siempre ya disponible en Spotify <U+2665><U+FE0F><U+0001F60D> ","Twitter for iPhone",9844,743,"",2294625,"Felices x siempre ya disponible en Spotify <U+2665><U+FE0F><U+0001F60D> https://t.co/bf0WlELMfT"
"DukiSSJ","Estoy llorando loco mi equipo es el mejor wacho

2x1 vs #Pain y estamos en el MALDITO MAJOR

CONFIEN YO LES DIJEEEE DALE 9zZ<U+0001F49C><U+0001F49C><U+0001F49C><U+0001F49C>","Twitter for iPhone",0,516,"LAS NUBES",2840074,"Estoy llorando loco mi equipo es el mejor wacho

2x1 vs #Pain y estamos en el MALDITO MAJOR

CONFIEN YO LES DIJEEEE DALE 9zZ<U+0001F49C><U+0001F49C><U+0001F49C><U+0001F49C>"
"MariaBecerra22","La nena de Argentina ya en Mar Del Plata<U+0001F485><U+0001F3FC> cambio y fuera","Twitter for iPhone",33347,495,"",2294625,"La nena de Argentina ya en Mar Del Plata<U+0001F485><U+0001F3FC> cambio y fuera"
"PauloLondra","Sigan hablando de mi","Twitter for iPhone",23273,1433,"",1741703,"Sigan hablando de mi"
"kheayf","yo era tu fan y tu eras mi fanática <U+0001F494>","Twitter for iPhone",17845,1053,"Argentina",1515685,"yo era tu fan y tu eras mi fanática <U+0001F494>"
"kheayf","Mañana llego a Monterrey <U+0001F60D><U+0001F498><U+0001F1F2><U+0001F1FD>","Twitter for iPhone",5515,115,"Argentina",1515685,"Mañana llego a Monterrey <U+0001F60D><U+0001F498><U+0001F1F2><U+0001F1FD>"
"KiddKeo95Flames","Como me gusta mama de kidd keo, es él haciendo lo que sabe hacer y re picante encima","Twitter for iPhone",0,20,"ROCKPORT",473625,"Como me gusta mama de kidd keo, es él haciendo lo que sabe hacer y re picante encima"
"kheayf","ella ta como pa co como pa comerla completa <U+0001F924><U+0001F924><U+0001F924><U+0001F924>","Twitter for iPhone",16593,1357,"Argentina",1515685,"ella ta como pa co como pa comerla completa <U+0001F924><U+0001F924><U+0001F924><U+0001F924>"
"LITkillah","Porque siempre lo mas saludable es lo mas feo???","Twitter for iPhone",25205,1198,"Argentina",1569130,"Porque siempre lo mas saludable es lo mas feo???"
"KiddKeo95Flames","Hagamos 10 Millones Hoy <U+0001F91E><U+0001F3FB> ","Twitter for iPhone",241,8,"ROCKPORT",473625,"Hagamos 10 Millones Hoy <U+0001F91E><U+0001F3FB> https://t.co/Eus3f7iHGe"
"LITkillah","Jajajja q locura el show de recien, tan re lokos jajajajja la pase increible gracias<U+0001F5A4>","Twitter for iPhone",18519,334,"Argentina",1569130,"Jajajja q locura el show de recien, tan re lokos jajajajja la pase increible gracias<U+0001F5A4>"
"emimernes_","hola miley bienvenida a nuestro país","Twitter for iPhone",31581,761,"Argentina",1017029,"hola miley bienvenida a nuestro país"
"tiagopzk","Icon ","Twitter for iPhone",43282,1118,"",1302318,"Icon https://t.co/NClRuV0bcY"
"PauloLondra","La vida se trata de aprender y mejorar cada día, y con vos aprendí amar y a volverme una mejor persona, y hoy gracias a Dios voy a prender a ser papá, y voy a dar todo para ser el mejor papá rapper de history… ","Instagram",12721,1130,"",1741703,"La vida se trata de aprender y mejorar cada día, y con vos aprendí amar y a volverme una mejor persona, y hoy gracias a Dios voy a prender a ser papá, y voy a dar todo para ser el mejor papá rapper de history… https://t.co/l5ObYNDPbT"
"KiddKeo95Flames","La archivé de IG por miedo a que la borrasen <U+0001F622> pero son muy bonitas<U+0001F91E><U+0001F3FB> ","Twitter for iPhone",0,1433,"ROCKPORT",473625,"La archivé de IG por miedo a que la borrasen <U+0001F622> pero son muy bonitas<U+0001F91E><U+0001F3FB> https://t.co/r1SgXQSw3n"
"MariaBecerra22","<U+0001F97A><U+0001F62D><U+0001F62D> ","Twitter for iPhone",1603,50,"",2294625,"<U+0001F97A><U+0001F62D><U+0001F62D> https://t.co/pKKiWBxCvU"
"bizarrap","Cada vez los conozco menos a los que hacen la brzp session ","Twitter for iPhone",0,875,"Buenos Aires, Argentina",3278395,"Cada vez los conozco menos a los que hacen la brzp session https://t.co/zgrK9L6bv0"
"KiddKeo95Flames","Esta relación o bien dura para toda la vida o bien destruye el universo..<U+0001F914> estoy sorprendido. ","Twitter for iPhone",850,45,"ROCKPORT",473625,"Esta relación o bien dura para toda la vida o bien destruye el universo..<U+0001F914> estoy sorprendido. https://t.co/106mZFANbB"
"tiagopzk","Cual de todos?","Twitter for iPhone",3966,78,"",1302318,"@kheayf Cual de todos?"
"bizarrap","MI CA-SE-RI-O

sos un pedazo","Twitter for iPhone",0,222,"Buenos Aires, Argentina",3278395,"MI CA-SE-RI-O

@bizarrap sos un pedazo"
"cazzuoficial","hoy estaba pensando en KE DISCAZO “MALDADE$” <U+0001F5A4>","Twitter for iPhone",13079,605,"Buenos Aires, Argentina",1653203,"hoy estaba pensando en KE DISCAZO “MALDADE$” <U+0001F5A4>"
"DukiSSJ","Los hombres tienen 2 debilidades, Messi y Luken.","Twitter for iPhone",0,370,"LAS NUBES",2840074,"@EzeSeveri Los hombres tienen 2 debilidades, Messi y Luken."
"MariaBecerra22","Juan sos el mejor papá del mundo<U+2665><U+FE0F> cuanto amor! Espero que la hayan pasado increíble. Te mando un beso enorme a vos y a tu hijita hermosa. Gracias!!!! ","Twitter for iPhone",48584,428,"",2294625,"Juan sos el mejor papá del mundo<U+2665><U+FE0F> cuanto amor! Espero que la hayan pasado increíble. Te mando un beso enorme a vos y a tu hijita hermosa. Gracias!!!! https://t.co/ZkfVqzGJfV"
"DukiSSJ","Hoy se cumple un año del Host de con Y .. Realmente jamas sentí tanta adrenalina, nerviosismo y emoción al mismo tiempo. Gracias por eso y A TODOS los que están y forman parte de la Linda Comunidad que vamos armando<U+2665>

""El Afortunado"" dijo Lit<U+2728> ","Twitter for iPhone",0,58,"LAS NUBES",2840074,"Hoy se cumple un año del Host de @LITkillah con @DukiSSJ Y @rusherkingg .. Realmente jamas sentí tanta adrenalina, nerviosismo y emoción al mismo tiempo. Gracias por eso y A TODOS los que están y forman parte de la Linda Comunidad que vamos armando<U+2665>

""El Afortunado"" dijo Lit<U+2728> https://t.co/kxdtDWD6ar"
"cazzuoficial","Que lindo vivir la historia <U+0001F970>. LAS AMO ","Twitter for iPhone",1955,69,"Buenos Aires, Argentina",1653203,"Que lindo vivir la historia <U+0001F970>. LAS AMO https://t.co/0RQozLC21t"
"DukiSSJ","aAJAJAJAJA TE MAMASTE","Twitter for iPhone",12263,116,"LAS NUBES",2840074,"@WilliamRoses09 @emimernes_ aAJAJAJAJA TE MAMASTE"
"cazzuoficial","este es el MES de NENA TRAMPA <U+0001F979><U+0001F5A4><U+0001F577> por fin !","Twitter for iPhone",7425,403,"Buenos Aires, Argentina",1653203,"este es el MES de NENA TRAMPA <U+0001F979><U+0001F5A4><U+0001F577> por fin !"
"DukiSSJ","Señores, ¿creen en la magia de Twitter?

20K de RT's y los Señores del Riverland me dan dos entradas VIP para conocer a ... ","Twitter for iPhone",0,19890,"LAS NUBES",2840074,"Señores, ¿creen en la magia de Twitter?

20K de RT's y los Señores del Riverland me dan dos entradas VIP para conocer a @DukiSSJ ... https://t.co/D7i07KlRmv"
"DukiSSJ","ISG vs SAO CAETANO

Match 1W 1L
 
","Twitter for iPhone",0,11,"LAS NUBES",2840074,"ISG vs SAO CAETANO

Match 1W 1L
 
https://t.co/PdRsTCQcnH"
"bizarrap","lo amo ","Twitter for iPhone",60688,967,"Buenos Aires, Argentina",3278395,"lo amo https://t.co/erKxXa8wrF"
"DukiSSJ","CLARooooooooooo 9ZEEEEEEEEEEEEEEEEEEEE","Twitter for iPhone",0,44,"LAS NUBES",2840073,"CLARooooooooooo 9ZEEEEEEEEEEEEEEEEEEEE"
"emimernes_","hoy fue un día complicado","Twitter for iPhone",18801,1369,"Argentina",1017029,"hoy fue un día complicado"
"tiagopzk","Debuts on this week's Global Excl. U.S. chart (1/3):

#29, Bzrp Music Sessions Vol 48
#34, We Don't Talk About Bruno
#77, Surface Pressure","Twitter for iPhone",0,67,"",1302318,"Debuts on this week's Global Excl. U.S. chart (1/3):

#29, @bizarrap @tiagopzk Bzrp Music Sessions Vol 48
#34, @CGaitanOficial @maurocastillo @adassaofficial @RhenzyFeliz @dianeguerrero__ @iamstephbeatz @EncantoMovie We Don't Talk About Bruno
#77, @itmejessdarrow Surface Pressure"
"PauloLondra","Gracias Dios por la familia","Twitter for iPhone",17528,1638,"",1741703,"Gracias Dios por la familia"
"DukiSSJ","FRANCIAAAA <U+0001F1EB><U+0001F1F7><U+2764><U+FE0F><U+2764><U+FE0F>","Twitter for iPhone",0,9,"LAS NUBES",2840074,"@DukiSSJ FRANCIAAAA <U+0001F1EB><U+0001F1F7><U+2764><U+FE0F><U+2764><U+FE0F>"
"rusherkingg","El mejor jugador de la historia 
LEBRAAAAAAN JAMES","Twitter for iPhone",0,183,"Santiago del Estero, Argentina",854599,"El mejor jugador de la historia 
LEBRAAAAAAN JAMES"
"LITkillah","Jajajajajja amigo no puede ser el krom se fue mundial con el disfra lpm adivinen kien soy","Twitter for iPhone",10601,176,"Argentina",1569130,"Jajajajajja amigo no puede ser el krom se fue mundial con el disfra lpm adivinen kien soy"
"DukiSSJ","Rompes todooo, te veo arriba del escenario","Twitter for iPhone",2496,44,"LAS NUBES",2840074,"@FMK026 Rompes todooo, te veo arriba del escenario"
"tiagopzk","Alto edit pero no es el real:(","Twitter for iPhone",0,162,"",1302318,"@felipeare_22 Alto edit pero no es el real:("
"cazzuoficial","Yo en ningún lao’ echo raíces ni aunque cuelgues los aparatos, me dice que mata y muere si es por mi<U+0001F577> ","Twitter for iPhone",1291,85,"Buenos Aires, Argentina",1653203,"Yo en ningún lao’ echo raíces ni aunque cuelgues los aparatos, me dice que mata y muere si es por mi<U+0001F577> https://t.co/O8mz6jKBJP"
"DukiSSJ","Insólito: Se le trabó la cabeza en el apoya brazos del Tren Roca en Villa Elisa y generó 20 minutos de demora ","Twitter for iPhone",0,3736,"LAS NUBES",2840074,"Insólito: Se le trabó la cabeza en el apoya brazos del Tren Roca en Villa Elisa y generó 20 minutos de demora https://t.co/8O8xY6Eb7n"
"emimernes_","que consejo me das para que me devuelvan el tilde ermano ? vos q tenes experiencia en esto de fracasar en twitter","Twitter for iPhone",40897,433,"Argentina",1017029,"que consejo me das para que me devuelvan el tilde ermano ? @LITkillah vos q tenes experiencia en esto de fracasar en twitter"
"DukiSSJ","mañana actitud en vivo será épico pa mi","Twitter for iPhone",0,25,"LAS NUBES",2840074,"mañana actitud en vivo será épico pa mi"
"tiagopzk","Se fueron cayendo pedazos de mi en Barcelona, im broke y el tiempo no me perdona<U+270F><U+FE0F>","Twitter for iPhone",7463,129,"",1302318,"Se fueron cayendo pedazos de mi en Barcelona, im broke y el tiempo no me perdona<U+270F><U+FE0F>"
"rusherkingg","Hoy 20:00HS subo a mi canal de YouTube una versión increíble de “vos” ojalá les guste <U+2764><U+FE0F>","Twitter for iPhone",5608,194,"Santiago del Estero, Argentina",854599,"Hoy 20:00HS subo a mi canal de YouTube una versión increíble de “vos” ojalá les guste <U+2764><U+FE0F>"
"cazzuoficial","me estoy portando bien.","Twitter for iPhone",21630,4239,"Buenos Aires, Argentina",1653203,"me estoy portando bien."
"bizarrap",".and come together for the #1 Debut Song of the weekend <U+0001F64C> (Dec. 31, 2021 - Jan. 2, 2022) #SpotifyCharts ","Twitter for iPhone",0,171,"Buenos Aires, Argentina",3278395,".@bizarrap and @tiagopzk come together for the #1 Debut Song of the weekend <U+0001F64C> (Dec. 31, 2021 - Jan. 2, 2022) #SpotifyCharts https://t.co/B7PQVOYQRr"
"DukiSSJ","Llegue a la ciudad y me reciben como si fuera un boss.

Argentina es violeta <U+0001F49C>

#TodoVioleta <U+0001F49C> ","Twitter for iPhone",0,2135,"LAS NUBES",2840073,"Llegue a la ciudad y me reciben como si fuera un boss.

Argentina es violeta <U+0001F49C>

#TodoVioleta <U+0001F49C> @lemonapp_ar @intel @LogitechG https://t.co/Avty6d1LHs"
"emimernes_","Yendo Concep. del Uruguay y Paysandú <U+0001F9F8><U+0001F496> nos vemos","Twitter for iPhone",5268,110,"Argentina",1017029,"Yendo Concep. del Uruguay y Paysandú <U+0001F9F8><U+0001F496> nos vemos"
"DukiSSJ","<U+0001F1FA><U+0001F1FE>","Twitter for iPhone",0,19,"LAS NUBES",2840073,"@DukiSSJ <U+0001F1FA><U+0001F1FE>"
"TruenoOficiaI","HERMOSA <U+0001F60D><U+0001F498>","Twitter for iPhone",8500,137,"Buenos Aires, Argentina",1348060,"@naikinai19 HERMOSA <U+0001F60D><U+0001F498>"
"DukiSSJ","Lo más lindo del día es que eran las 6 de la mañana y en el ts ya nos estábamos dando una masa terrible","Twitter for iPhone",0,57,"LAS NUBES",2840074,"Lo más lindo del día es que eran las 6 de la mañana y en el ts ya nos estábamos dando una masa terrible"
"TruenoOficiaI","Trueno - FEEL ME??

TOP 5 TEMAS DEL AÑO","Twitter for iPhone",0,2041,"Buenos Aires, Argentina",1348060,"Trueno - FEEL ME??

TOP 5 TEMAS DEL AÑO"
"kheayf","buen dia solo vengo a decir que hoy esta khea en el lolla","Twitter for iPhone",0,57,"Argentina",1515685,"buen dia solo vengo a decir que hoy esta khea en el lolla"
"emimernes_","JAJAJAJAJ SI","Twitter for iPhone",6003,47,"Argentina",1017029,"@chrisxthia @DukiSSJ @tiagopzk JAJAJAJAJ SI"
"rusherkingg","Con ganas de sacar musiquita nueva","Twitter for iPhone",9369,176,"Santiago del Estero, Argentina",854599,"Con ganas de sacar musiquita nueva"
"DukiSSJ","Hoy cumple años el mejor representante de la camiseta argentina que jamás haya visto en cualquier disciplina.. el eterno capitán nos enseñó a jugar, a comportarnos y ser buenas personas dentro y fuera de la cancha. Gracias mamá por hacerme contemporáneo a Luis Scola! ","Twitter for iPhone",0,75,"LAS NUBES",2840073,"Hoy cumple años el mejor representante de la camiseta argentina que jamás haya visto en cualquier disciplina.. el eterno capitán nos enseñó a jugar, a comportarnos y ser buenas personas dentro y fuera de la cancha. Gracias mamá por hacerme contemporáneo a Luis Scola! https://t.co/CbvPZSOCo6"
"KiddKeo95Flames","Estoy aprendiendo a hablar y exponer mis pensamientos <U+0001F4A1>","Twitter for iPhone",1477,214,"ROCKPORT",473625,"Estoy aprendiendo a hablar y exponer mis pensamientos <U+0001F4A1>"
"tiagopzk","Para los pelotudos de twitter","Twitter for iPhone",941,15,"",1302318,"@tinixbecerra_ Para los pelotudos de twitter"
"MariaBecerra22","María Becerra llega a nuestro país este 10 de Marzo con un show en el Movistar Arena, las entradas ya están a la venta en punto ticket.

— si tienen alguna duda no duden en escribirnos.<U+0001F64C><U+0001F3FB><U+0001F90D>

Compra tu entrada aquí; ","Twitter for iPhone",0,67,"",2294625,"María Becerra llega a nuestro país este 10 de Marzo con un show en el Movistar Arena, las entradas ya están a la venta en punto ticket.

— si tienen alguna duda no duden en escribirnos.<U+0001F64C><U+0001F3FB><U+0001F90D>

Compra tu entrada aquí; https://t.co/NHgrVZnoUc https://t.co/PZyq9VtHge"
"KiddKeo95Flames","Ya esta disponible mis esenciales con la revista ","Twitter for iPhone",236,4,"ROCKPORT",473625,"Ya esta disponible mis esenciales con la revista @GQSpain https://t.co/wkaannstkL"
"LITkillah","Uu alto flowsito ese no me lo acordaba, ahora lo uso pa un temaa","Twitter for iPhone",3403,71,"Argentina",1569130,"@iLIT247 Uu alto flowsito ese no me lo acordaba, ahora lo uso pa un temaa"
"DukiSSJ","VAMOOOOO EQUIPOOOOOOOOOOO SE SIGUEEEEEEE
DALE DALE DALEEEEE","Twitter for iPhone",0,21,"LAS NUBES",2840073,"VAMOOOOO EQUIPOOOOOOOOOOO SE SIGUEEEEEEE
@LuknCSGO @FrankkasterX @dgtcsgo @maxgzez @roxfps @dav1dcs1 @zakkfps 
DALE DALE DALEEEEE"
