"usuario","textoLcu","fuente","favs","rt","lugar","seguidores","texto_original"
"kheayf","tremendo esto no?? ","Twitter for iPhone",16133,518,"Argentina",1515685,"tremendo esto no?? https://t.co/s0I6uQwdAD"
"TruenoOficiaI","YO CREO QUE ARGENTINA ESTÁ PIDIENDO PERREO.","Twitter for iPhone",32917,1595,"Buenos Aires, Argentina",1348060,"YO CREO QUE ARGENTINA ESTÁ PIDIENDO PERREO."
"PauloLondra","Espero que hallas disfrutado tu cumple tanto como yo, te amo. Gracias por ser como sos y quiero que siempre seas feliz #asperamastera23 ","Instagram",16024,443,"",1741703,"Espero que hallas disfrutado tu cumple tanto como yo, te amo. Gracias por ser como sos y quiero que siempre seas feliz @romoreno1 
#asperamastera23 https://t.co/DopB5QocQz"
"DukiSSJ","El jugando con mi foto es hermoso","Twitter for iPhone",3712,55,"LAS NUBES",2840073,"El @juannreyess jugando con mi foto es hermoso"
"emimernes_","tenes una sucursal ?","Twitter for iPhone",1680,24,"Argentina",1017029,"@FMK026 tenes una sucursal ?"
"cazzuoficial","No sé si alguna vez me imaginé un momento más importante para mi como Argentina. En esta postal están los artistas más importante de la historia de mi país celebrando nuestra educación pública. Cómo llegue hasta ahí? GRACIAS a . <U+0001F5A4>#OrgulloUBA #UBA200enConcierto ","Twitter for iPhone",3637,174,"Buenos Aires, Argentina",1653203,"No sé si alguna vez me imaginé un momento más importante para mi como Argentina. En esta postal están los artistas más importante de la historia de mi país celebrando nuestra educación pública. Cómo llegue hasta ahí? GRACIAS a @AbelPintos . <U+0001F5A4>#OrgulloUBA #UBA200enConcierto https://t.co/wkpHmbPqjx"
"kheayf","ola bb soy tiktoker pasame tu tiktok ","Twitter for iPhone",3171,85,"Argentina",1515685,"ola bb soy tiktoker pasame tu tiktok https://t.co/xOyXrUWQFj"
"emimernes_","Pongan tarritos con agua en sus veredas para los animalitos de la calle que sufren el calor y caminan mucho para encontrar un poquito de agua  <U+0001F64F><U+0001F3FC><U+0001F64F><U+0001F3FC><U+0001F64F><U+0001F3FC>","Twitter for iPhone",0,6637,"Argentina",1017029,"Pongan tarritos con agua en sus veredas para los animalitos de la calle que sufren el calor y caminan mucho para encontrar un poquito de agua  <U+0001F64F><U+0001F3FC><U+0001F64F><U+0001F3FC><U+0001F64F><U+0001F3FC>"
"MariaBecerra22","Igual ni tenias chance conmigo","Twitter for iPhone",1447,99,"",2294625,"@kevincaceresarg Igual ni tenias chance conmigo"
"emimernes_","tenes razón","Twitter for iPhone",276,4,"Argentina",1017029,"@Suripantos tenes razón"
"tiagopzk","Cuando nuestro palo pa la history?","Twitter for iPhone",30858,493,"",1302318,"@DukiSSJ Cuando nuestro palo pa la history?"
"kheayf","khea, nattinatasha y princeroyce ayer en los ensayos de ! ","Twitter for iPhone",0,54,"Argentina",1515685,"khea, nattinatasha y princeroyce ayer en los ensayos de @premiolonuestro ! https://t.co/D6xLTPxuGZ"
"DukiSSJ","El 23 vuelve Paulo Londra, cuando vuelven ustedes? <U+0001F62D>

<U+0001F64F><U+0001F3FE> ","Twitter for iPhone",0,2964,"LAS NUBES",2840074,"El 23 vuelve Paulo Londra, cuando vuelven ustedes? <U+0001F62D>

@DukiSSJ @ysy__a @NeoPistea_ <U+0001F64F><U+0001F3FE> https://t.co/42zpGHaO0H"
"LITkillah","Esa cintura es LIT pero ese culo esta KILLAH eeeeaaa rompissste","Twitter for iPhone",52605,2017,"Argentina",1569130,"Esa cintura es LIT pero ese culo esta KILLAH eeeeaaa @tiagopzk rompissste"
"cazzuoficial","Véanme hacer el ridiculo .. ","Twitter for iPhone",2186,62,"Buenos Aires, Argentina",1653203,"Véanme hacer el ridiculo .. https://t.co/dTswDORqU2"
"tiagopzk","Un soldado callejero ese soy yo haciendo mucho dinero ese soy yo tuu","Twitter for iPhone",9026,237,"",1302318,"Un soldado callejero ese soy yo haciendo mucho dinero ese soy yo tuu"
"TruenoOficiaI","Una wachita de rosario q ahora forrea en Miami la tenes? <U+0001F618>","Twitter for iPhone",7926,215,"Buenos Aires, Argentina",1348060,"@naikinai19 Una wachita de rosario q ahora forrea en Miami la tenes? <U+0001F618>"
"rusherkingg","Chileeeeeeee nos vimos ahí","Twitter for iPhone",7280,134,"Santiago del Estero, Argentina",854599,"Chileeeeeeee nos vimos ahí"
"emimernes_","uy camile anda a terapia mi amor","Twitter for iPhone",697,40,"Argentina",1017029,"@nosoycamile uy camile anda a terapia mi amor"
"PauloLondra","Gracias a Dios por los viejos que me dieron y me enseñaron todo","Twitter for iPhone",22496,2624,"",1741703,"Gracias a Dios por los viejos que me dieron y me enseñaron todo"
"cazzuoficial","<U+0001F98B>Un 25N de 1960 fueron asesinadas Patria, Minerva y María Teresa Mirabal, mujeres luchadoras contra la dictadura de Trujillo en República Dominicana. Se las conocía como “Las mariposas"". En su honor se estableció el 25 como Día Internacional contra la Violencia hacia las Mujeres ","Twitter for iPhone",0,199,"Buenos Aires, Argentina",1653203,"<U+0001F98B>Un 25N de 1960 fueron asesinadas Patria, Minerva y María Teresa Mirabal, mujeres luchadoras contra la dictadura de Trujillo en República Dominicana. Se las conocía como “Las mariposas"". En su honor se estableció el 25 como Día Internacional contra la Violencia hacia las Mujeres https://t.co/fLxLpH82nK"
"TruenoOficiaI","Por qué es la conexión de Atrevido con el nuevo discazo <U+0001F62C><U+0001F62C><U+0001F62C>","Twitter for iPhone",1268,56,"Buenos Aires, Argentina",1348060,"@manuokupa Por qué es la conexión de Atrevido con el nuevo discazo <U+0001F62C><U+0001F62C><U+0001F62C>"
"kheayf","JAJAJAJAJAJJAJAJAJAJAJA","Twitter for iPhone",81,2,"Argentina",1515685,"@arseovo JAJAJAJAJAJJAJAJAJAJAJA"
"cazzuoficial","Pa mal acompañá mejor putea mami","Twitter for iPhone",0,913,"Buenos Aires, Argentina",1653203,"Pa mal acompañá mejor putea mami"
"rusherkingg","<U+0001F499><U+0001F49B><U+0001F499> ","Twitter for iPhone",19507,333,"Santiago del Estero, Argentina",854599,"<U+0001F499><U+0001F49B><U+0001F499> https://t.co/c2iKXOFB9O"
"cazzuoficial","mi equipo soy yo y mis 13 personalidades","Twitter for iPhone",1009,75,"Buenos Aires, Argentina",1653203,"@claushot mi equipo soy yo y mis 13 personalidades"
"KiddKeo95Flames","EL MEJOR DIA DE MI VIDA!!! ALICANTE!! <U+0001F499><U+0001F499> ","Twitter for iPhone",807,29,"ROCKPORT",473625,"EL MEJOR DIA DE MI VIDA!!! ALICANTE!! <U+0001F499><U+0001F499> https://t.co/WJgnsm2wI8"
"bizarrap","el duko, lo mas grande q hay amigo ","Twitter for iPhone",58358,3369,"Buenos Aires, Argentina",3278395,"el duko, lo mas grande q hay amigo https://t.co/rOqoWa89qg"
"TruenoOficiaI","FELIZ NAVIRAP <U+0001F384>4<U+FE0F><U+20E3> ","Twitter for iPhone",57518,1437,"Buenos Aires, Argentina",1348060,"FELIZ NAVIRAP <U+0001F384>4<U+FE0F><U+20E3> https://t.co/sLkoQlUyKp"
"tiagopzk",".and come together for the #1 Debut Song of the weekend <U+0001F64C> (Dec. 31, 2021 - Jan. 2, 2022) #SpotifyCharts ","Twitter for iPhone",0,171,"",1302318,".@bizarrap and @tiagopzk come together for the #1 Debut Song of the weekend <U+0001F64C> (Dec. 31, 2021 - Jan. 2, 2022) #SpotifyCharts https://t.co/B7PQVOYQRr"
"bizarrap","<U+0001F9E2><U+0001F576>
","Twitter for iPhone",10140,258,"Buenos Aires, Argentina",3278395,"<U+0001F9E2><U+0001F576>
https://t.co/5QbtfQO33H https://t.co/FtzjLSdTJs"
"TruenoOficiaI","¿¿Si te digo que el prox tema es mitad en inglés mitad en español??","Twitter for iPhone",24718,543,"Buenos Aires, Argentina",1348060,"¿¿Si te digo que el prox tema es mitad en inglés mitad en español??"
"LITkillah","El video de my bag va a ser una flashada maaaaaal mal mal mal, toy segurisimo q les va a encantr<U+0001F5A4>","Twitter for iPhone",16480,448,"Argentina",1569130,"El video de my bag va a ser una flashada maaaaaal mal mal mal, toy segurisimo q les va a encantr<U+0001F5A4>"
"emimernes_","hoy Mendoza <U+0001F9F8><U+0001F496>","Twitter for iPhone",7817,129,"Argentina",1017029,"hoy Mendoza <U+0001F9F8><U+0001F496>"
"KiddKeo95Flames","Y a mi que me importa todo eso","Twitter for iPhone",0,10,"ROCKPORT",473625,"@jorgemnzz_ Y a mi que me importa todo eso"
"kheayf","mami tuestas fan tas ti K","Twitter for iPhone",0,54,"Argentina",1515685,"@kheayf mami tuestas fan tas ti K"
"MariaBecerra22","<U+0001F49C><U+0001F496><U+0001F49C> ","Twitter for iPhone",54668,1146,"",2294625,"<U+0001F49C><U+0001F496><U+0001F49C> https://t.co/zkccw1X4YN"
"kheayf","DOJA Y KHEA HOY ME LOS CHAPO","Twitter for iPhone",0,116,"Argentina",1515685,"DOJA Y KHEA HOY ME LOS CHAPO"
"LITkillah","El mejor tema del duko lejos ese uffffff","Twitter for iPhone",4836,88,"Argentina",1569130,"@DukiSSJ @mileXgilasa El mejor tema del duko lejos ese uffffff"
"rusherkingg","En unos días me voy a Madrid <U+0001F970><U+2764><U+FE0F>","Twitter for iPhone",4703,86,"Santiago del Estero, Argentina",854599,"En unos días me voy a Madrid <U+0001F970><U+2764><U+FE0F>"
"bizarrap","en la mesa 8 está el agite. Gracias por la invitación, streamer","Twitter for iPhone",6824,36,"Buenos Aires, Argentina",3278395,"@LuquitaRodrigue en la mesa 8 está el agite. Gracias por la invitación, streamer"
"KiddKeo95Flames","LA GIRA DE ROCKPORT TOUR CONTINUA!!

ENTRADAS:  ","Twitter for iPhone",131,4,"ROCKPORT",473625,"LA GIRA DE ROCKPORT TOUR CONTINUA!!

ENTRADAS:  https://t.co/ywM9uIdzLC https://t.co/WrjcHQEPrh"
"DukiSSJ","Bendiciones hermano te deseo lo mejor","Twitter for iPhone",3070,20,"LAS NUBES",2840073,"@cristianagudod1 Bendiciones hermano te deseo lo mejor"
"PauloLondra","Si tuviera fe como un granito de mostaza","Twitter for iPhone",21067,1808,"",1741703,"Si tuviera fe como un granito de mostaza"
"bizarrap","terminá uno d los nuestros y agregalo al disco por dios!!!!!","Twitter for iPhone",6107,65,"Buenos Aires, Argentina",3278395,"@eladiocarry_on terminá uno d los nuestros y agregalo al disco por dios!!!!!"
"DukiSSJ","Cuando tus productores sacan TEMONES 

Yesan <U+96EA><U+5C71> - Las Horas <U+6642><U+9593> vía ","Twitter for iPhone",2095,67,"LAS NUBES",2840073,"Cuando tus productores sacan TEMONES 

Yesan <U+96EA><U+5C71> - Las Horas <U+6642><U+9593> https://t.co/FQzr0yWJF9 vía @YouTube"
"tiagopzk","QUE TEMON SALE ESTE MES LPM","Twitter for iPhone",12387,261,"",1302318,"QUE TEMON SALE ESTE MES LPM"
"KiddKeo95Flames","A mi me da igual si no les gusta como vivo mi vida, ellos no deciden en eso, son el PUBLICO. <U+0001F440> Watch Me.","Twitter for iPhone",1258,105,"ROCKPORT",473625,"A mi me da igual si no les gusta como vivo mi vida, ellos no deciden en eso, son el PUBLICO. <U+0001F440> Watch Me."
"PauloLondra","Que emocionante verlo ganar a brandon moreno loco","Twitter for iPhone",18429,470,"",1741703,"Que emocionante verlo ganar a brandon moreno loco"
"emimernes_","<U+0001F618> ","Twitter for iPhone",151719,2801,"Argentina",1017029,"<U+0001F618> https://t.co/zyqJsM6Tie"
"kheayf","dame love///tremendooooo<U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>muchasgracias<U+0001F498> ","Twitter for iPhone",2447,46,"Argentina",1515685,"dame love///@sevenkayne tremendooooo<U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>muchasgracias<U+0001F498> https://t.co/GdP7xGND6T"
"MariaBecerra22","Sali asi por el angulo mi reynaaaaa ","Twitter for iPhone",989,47,"",2294625,"@miajazminpor Sali asi por el angulo mi reynaaaaa https://t.co/VD4R1IEVSl"
"LITkillah","Cuanto hace la session de paulo y biza en 24 horas? hagan sus apuestas, pa mi 50 millones","Twitter for iPhone",75003,1660,"Argentina",1569130,"Cuanto hace la session de paulo y biza en 24 horas? hagan sus apuestas, pa mi 50 millones"
"rusherkingg","Y acá viendo los comentarios de los piolassss papá ","Twitter for iPhone",12663,197,"Santiago del Estero, Argentina",854599,"Y acá viendo los comentarios de los piolassss papá https://t.co/CqVztTpTEi"
"DukiSSJ","-- Paraguay <U+0001F1F5><U+0001F1FE>: #7 (-1) ","Twitter for iPhone",0,19,"LAS NUBES",2840073,"-- Paraguay <U+0001F1F5><U+0001F1FE>: #7 (-1) https://t.co/pQfrrinAJ1"
"MariaBecerra22","Ayy<U+0001F97A><U+0001F64F><U+0001F3FD><U+0001F5A4> ","Twitter for iPhone",1854,56,"",2294625,"Ayy<U+0001F97A><U+0001F64F><U+0001F3FD><U+0001F5A4> https://t.co/uHGMelFWeQ"
"tiagopzk","Hoy se cumple 1 año del lanzamiento del remix de ""Además de Mi""<U+0001F4A5>

La unión entre Rusherking - Tiago PZK - Khea - Duki - Maria Becerra - LIT killah fue un antes y un después para la escena urbana argentina <U+0001F1E6><U+0001F1F7> ","Twitter for iPhone",0,265,"",1302318,"Hoy se cumple 1 año del lanzamiento del remix de ""Además de Mi""<U+0001F4A5>

La unión entre Rusherking - Tiago PZK - Khea - Duki - Maria Becerra - LIT killah fue un antes y un después para la escena urbana argentina <U+0001F1E6><U+0001F1F7> https://t.co/F1Nza2wp6a"
"KiddKeo95Flames","keo tienes loca a media españa, y la otra mitad te tiene envidia","Twitter for iPhone",0,14,"ROCKPORT",473625,"@KiddKeo95Flames keo tienes loca a media españa, y la otra mitad te tiene envidia"
"DukiSSJ","MAÑANA ","Twitter for iPhone",0,585,"LAS NUBES",2840074,"MAÑANA https://t.co/3WDLIWOAwt"
"kheayf","solo calidad","Twitter for iPhone",342,4,"Argentina",1515685,"@RamaGarro09 solo calidad"
"emimernes_","te puse un stop pa bajar tu autoestima <U+0001F974>","Twitter for iPhone",5850,100,"Argentina",1017029,"@Martinpdisalvo te puse un stop pa bajar tu autoestima <U+0001F974>"
"tiagopzk","Para los pelotudos de twitter","Twitter for iPhone",941,15,"",1302318,"@tinixbecerra_ Para los pelotudos de twitter"
"DukiSSJ","<U+0001F91D>","Twitter for iPhone",0,12,"LAS NUBES",2840073,"@DukiSSJ @LuknCSGO <U+0001F91D>"
"LITkillah","Tas pegado bro","Twitter for iPhone",6707,97,"Argentina",1569130,"@PauloLondra Tas pegado bro"
"bizarrap","Bombona, todos quieren contigo pero tu estas conmigo","Twitter for iPhone",0,2351,"Buenos Aires, Argentina",3278395,"Bombona, todos quieren contigo pero tu estas conmigo"
"MariaBecerra22","Te amo! Gracias por estas hermosaa palabras<U+0001F62D><U+0001F60D> ","Twitter for iPhone",9103,133,"",2294625,"Te amo! Gracias por estas hermosaa palabras<U+0001F62D><U+0001F60D> https://t.co/U1TnOafx6R"
"tiagopzk","Deja de spoilear manijaaa","Twitter for iPhone",1533,34,"",1302318,"@fukintayson Deja de spoilear manijaaa"
"KiddKeo95Flames","de keo toa la f4cking life <U+0001F621>

","Twitter for iPhone",0,26,"ROCKPORT",473625,"de keo toa la f4cking life <U+0001F621>

@KiddKeo95Flames @KiddKeo95Flames https://t.co/7K19JgfDyO"
"tiagopzk","Los del monoambiente","Twitter for iPhone",3984,82,"",1302318,"@httpskillah @rusherkingg Los del monoambiente"
"bizarrap","<U+0001F1E6><U+0001F1F7><U+2764><U+FE0F> ","Twitter for iPhone",97402,2375,"Buenos Aires, Argentina",3278395,"<U+0001F1E6><U+0001F1F7><U+2764><U+FE0F> @lollapaloozaar https://t.co/SSBH4R3dSZ"
"tiagopzk","Obvio lo voy a tocar en el lolla porque sale antes<U+0001F440>","Twitter for iPhone",5078,61,"",1302318,"Obvio lo voy a tocar en el lolla porque sale antes<U+0001F440>"
"KiddKeo95Flames","Volrace, drift Spain series y Kidd keo; todo en el mismo fin de semana.
Creo que nunca había visto semejante erección","Twitter for iPhone",0,1,"ROCKPORT",473625,"Volrace, drift Spain series y Kidd keo; todo en el mismo fin de semana.
Creo que nunca había visto semejante erección"
"rusherkingg","Me fui para Europa en 4 días una ansiedad","Twitter for iPhone",10124,128,"Santiago del Estero, Argentina",854599,"Me fui para Europa en 4 días una ansiedad"
"DukiSSJ","Duki <U+0001F1E6><U+0001F1F7> es el segundo artista con más #1 en Spotify Argentina con 8 temas, solo atrás de Big One <U+0001F1E6><U+0001F1F7> que cuenta con 10 ","Twitter for iPhone",0,63,"LAS NUBES",2840073,"Duki <U+0001F1E6><U+0001F1F7> es el segundo artista con más #1 en Spotify Argentina con 8 temas, solo atrás de Big One <U+0001F1E6><U+0001F1F7> que cuenta con 10 https://t.co/qZKID1DVTy"
"emimernes_","no tiene sentido este lugar","Twitter for iPhone",14268,329,"Argentina",1017029,"no tiene sentido este lugar"
"tiagopzk","Entre Nosotros RMX <U+2665><U+FE0F><U+0001F60D>ARGENTINA EN LA CASAAAAA<U+0001F1E6><U+0001F1F7>","Twitter for iPhone",0,2550,"",1302318,"Entre Nosotros RMX <U+2665><U+FE0F><U+0001F60D>@tiagopzk @LITkillah @naikinai19 ARGENTINA EN LA CASAAAAA<U+0001F1E6><U+0001F1F7>"
"DukiSSJ","Cuandooo?","Twitter for iPhone",3236,32,"LAS NUBES",2840073,"@ysy__a Cuandooo?"
"LITkillah","En 3 dias sale la verdadera PELI, el video de “En La Oscuridad” con 16/9 ROMPEMOS<U+0001F90D> #Mawz","Twitter for iPhone",10336,426,"Argentina",1569130,"En 3 dias sale la verdadera PELI, el video de “En La Oscuridad” con @MariaBecerra22 16/9 ROMPEMOS<U+0001F90D> #Mawz"
"kheayf","tengo ke volver a entrenar fok","Twitter for iPhone",7758,536,"Argentina",1515685,"tengo ke volver a entrenar fok"
"tiagopzk","tiago pzk acaba de presentar en “los 40 primavera pop” su colaboración con trueno ‘salimo de noche’.
es la primera vez que el artista argentino presenta este tema en españa. ","Twitter for iPhone",0,61,"",1302318,"tiago pzk acaba de presentar en “los 40 primavera pop” su colaboración con trueno ‘salimo de noche’.
es la primera vez que el artista argentino presenta este tema en españa. https://t.co/UeS8eW0AHY"
"DukiSSJ","SIN FRENOS VIDEO OFICIAL <U+0001F697> <U+0001F4A8>","Twitter for iPhone",0,187,"LAS NUBES",2840074,"https://t.co/2JCCT2lc5Y @DukiSSJ @bizarrap SIN FRENOS VIDEO OFICIAL <U+0001F697> <U+0001F4A8>"
"bizarrap","La Puta madre.<U+0001F622>
Que no nos pase más!  ","Twitter for iPhone",0,5381,"Buenos Aires, Argentina",3278395,"La Puta madre.<U+0001F622>
Que no nos pase más!  https://t.co/RwDSTOoh6y"
"bizarrap","MI CA-SE-RI-O

sos un pedazo","Twitter for iPhone",0,222,"Buenos Aires, Argentina",3278395,"MI CA-SE-RI-O

@bizarrap sos un pedazo"
"tiagopzk","<U+0001F3A6> Lit Killah contando como en los ensayos de los premios junto a Emilia y Tiago PZK, Ozuna se acercó a saludarlos ","Twitter for iPhone",0,144,"",1302318,"<U+0001F3A6> Lit Killah contando como en los ensayos de los premios junto a Emilia y Tiago PZK, Ozuna se acercó a saludarlos https://t.co/1JwZsYo3UG"
"LITkillah","Termino de configurar el stream y les muestro el nuevo seteo, y les voy a presentar el merch oficial EEEEEEEEa","Twitter for iPhone",10983,210,"Argentina",1569130,"Termino de configurar el stream y les muestro el nuevo seteo, y les voy a presentar el merch oficial EEEEEEEEa"
"tiagopzk","dsadjsadas los carteles para ","Twitter for iPhone",0,1023,"",1302318,"dsadjsadas los carteles para @tiagopzk https://t.co/nNiQTi4iRx"
"KiddKeo95Flames","ROCKPORT TOUR 2022 

+ fechas proximamente.. ","Twitter for iPhone",1402,77,"ROCKPORT",473625,"ROCKPORT TOUR 2022 

+ fechas proximamente.. https://t.co/47erVEFgjV"
"LITkillah","si el tema que saco el 10 no se pega fuerte en TikTok me retiro","Twitter for iPhone",36539,812,"Argentina",1569130,"si el tema que saco el 10 no se pega fuerte en TikTok me retiro"
"MariaBecerra22","que temazo wow wow loco","Twitter for iPhone",0,252,"",2294625,"que temazo wow wow loco"
"DukiSSJ","No era para mi la 23 B? alguna explicación ?","Twitter for iPhone",9028,168,"LAS NUBES",2840074,"@LITkillah @gonchobanzas @bizarrap No era para mi la 23 B? @bizarrap alguna explicación ?"
"kheayf","no voy a quemar la foto de todo lo de  nosotros por mas que verla me duela","Twitter for iPhone",17347,1493,"Argentina",1515685,"no voy a quemar la foto de todo lo de  nosotros por mas que verla me duela"
"KiddKeo95Flames","Hola","Twitter for iPhone",2438,127,"ROCKPORT",473625,"Hola"
"DukiSSJ","MUCHACHOS, JUGARÁ POR UN SLOT EN EL MAJOR vs ESTAMOS VIVIENDO UN SUEÑO.

ENORMES:
<U+0001F1E6><U+0001F1F7> <U+0001F1FA><U+0001F1FE> <U+0001F1E8><U+0001F1F1> <U+0001F1E6><U+0001F1F7> <U+0001F1FA><U+0001F1FE> <U+0001F1E7><U+0001F1F7> Mira lo que es ese winning moment, que emoción. ","Twitter for iPhone",0,412,"LAS NUBES",2840074,"MUCHACHOS, @9zTeam JUGARÁ POR UN SLOT EN EL MAJOR vs @paiNGamingBR. ESTAMOS VIVIENDO UN SUEÑO.

ENORMES:
<U+0001F1E6><U+0001F1F7> @LuknCSGO 
<U+0001F1FA><U+0001F1FE> @dgtcsgo 
<U+0001F1E8><U+0001F1F1> @dav1dcs1 
<U+0001F1E6><U+0001F1F7> @roxfps 
<U+0001F1FA><U+0001F1FE> @maxgzez 
<U+0001F1E7><U+0001F1F7> @zakkfps 

Mira lo que es ese winning moment, que emoción. https://t.co/s8EChjyj5q"
