"usuario","textoLcu","fuente","favs","rt","lugar","seguidores","texto_original"
"PauloLondra","Por ayer
Por el hoy 
Porque se que ahora voy ","Instagram",20946,869,"",1741703,"Por ayer
Por el hoy 
Porque se que ahora voy https://t.co/cieCOREirK"
"MariaBecerra22","Vayan a ver lo que publique en mi Instagram <U+2665><U+FE0F><U+2665><U+FE0F> ","Twitter for iPhone",4037,199,"",2294625,"Vayan a ver lo que publique en mi Instagram <U+2665><U+FE0F><U+2665><U+FE0F> https://t.co/IGEyCNsBYV"
"kheayf","clávalas un pokeeto ","Twitter for iPhone",5517,437,"Argentina",1515685,"clávalas un pokeeto https://t.co/smiOPElQj1"
"LITkillah","yo pense q no me habia saludado nadie por mi cumpleaños y era q se cayo wsp y insta, estoy feliz y enojado","Twitter for iPhone",78739,2028,"Argentina",1569130,"yo pense q no me habia saludado nadie por mi cumpleaños y era q se cayo wsp y insta, estoy feliz y enojado"
"emimernes_","martes y que mejor que hacerle promo a “esto recién empieza” de y <U+0001F498> 

•si queres pegar folletos en tu ciudad pedinos el archivo listo para imprimir! <U+0001F4E9> ","Twitter for iPhone",0,93,"Argentina",1017029,"martes y que mejor que hacerle promo a “esto recién empieza” de @DukiSSJ y @emimernes_ <U+0001F498> 

•si queres pegar folletos en tu ciudad pedinos el archivo listo para imprimir! <U+0001F4E9> https://t.co/ioAquGleSK"
"KiddKeo95Flames","Lo siento por romperte, Lo siento por romperme.","Twitter for iPhone",5484,1213,"ROCKPORT",473625,"Lo siento por romperte, Lo siento por romperme."
"LITkillah","Vayan a ver lo q acabo de poner en mis historias.. en 15 minutos se pika <U+2728>","Twitter for iPhone",9376,252,"Argentina",1569130,"Vayan a ver lo q acabo de poner en mis historias.. en 15 minutos se pika @TwitchLatam <U+2728>"
"PauloLondra","Con agua tonica","Twitter for iPhone",12354,212,"",1741703,"Con agua tonica"
"cazzuoficial","pa cuando ese nuevo disco?","Twitter for iPhone",936,23,"Buenos Aires, Argentina",1653203,"@Dellafuente_ pa cuando ese nuevo disco?"
"cazzuoficial","Que lindo vivir la historia <U+0001F970>. LAS AMO ","Twitter for iPhone",1955,69,"Buenos Aires, Argentina",1653203,"Que lindo vivir la historia <U+0001F970>. LAS AMO https://t.co/0RQozLC21t"
"MariaBecerra22","No hay cosa que ame más que componer <U+0001F60D><U+0001F64F><U+0001F3FD> Que hermosa es la musica por dios","Twitter for iPhone",14388,397,"",2294625,"No hay cosa que ame más que componer <U+0001F60D><U+0001F64F><U+0001F3FD> Que hermosa es la musica por dios"
"kheayf","dale vro saludos","Twitter for iPhone",2914,35,"Argentina",1515685,"@LITkillah @litkillaharg dale vro saludos"
"KiddKeo95Flames","Vamos a armarte un show de drones para la gira","Twitter for iPhone",0,2,"ROCKPORT",473625,"@KiddKeo95Flames Vamos a armarte un show de drones para la gira"
"PauloLondra","Skur gur","Twitter for iPhone",6031,145,"",1741703,"Skur gur"
"cazzuoficial","Argentina tiene un público increíble <U+0001F5A4> con sus artistas o los de afuera siempre dándolo todo. Nos amo! <U+0001F1E6><U+0001F1F7>","Twitter for iPhone",18450,527,"Buenos Aires, Argentina",1653203,"Argentina tiene un público increíble <U+0001F5A4> con sus artistas o los de afuera siempre dándolo todo. Nos amo! <U+0001F1E6><U+0001F1F7>"
"emimernes_","lo que me dice es muy poco interesante
haciendo fila pa poder recuperarme","Twitter for iPhone",21201,1118,"Argentina",1017029,"lo que me dice es muy poco interesante
haciendo fila pa poder recuperarme"
"kheayf","¡Felicidades y por ganar el #PremioLoNuestro a 'Remix del Año' por su canción 'Ayer me llamó mi ex'! <U+0001F44F> ","Twitter for iPhone",0,199,"Argentina",1515685,"¡Felicidades @kheayf, @NattiNatasha y @PrinceRoyce por ganar el #PremioLoNuestro a 'Remix del Año' por su canción 'Ayer me llamó mi ex'! <U+0001F44F> https://t.co/xXMMetvI2f"
"bizarrap",".has scored his biggest hit yet on the Billboard global charts. <U+0001F44F> 

","Twitter for iPhone",0,70,"Buenos Aires, Argentina",3278395,".@bizarrap has scored his biggest hit yet on the Billboard global charts. <U+0001F44F> 

https://t.co/zqfEcRUayj"
"cazzuoficial","CONFIRMO","Twitter for iPhone",3490,252,"Buenos Aires, Argentina",1653203,"@lalioficial CONFIRMO"
"bizarrap","Get to know one of the world’s most thrilling beatmakers ","Twitter for iPhone",0,74,"Buenos Aires, Argentina",3278395,"Get to know @bizarrap, one of the world’s most thrilling beatmakers https://t.co/5kf3lqYQ80"
"cazzuoficial","te lo digo en el chanteo, en el amor yo ya no creo <U+0001F577>.","Twitter for iPhone",13101,1334,"Buenos Aires, Argentina",1653203,"te lo digo en el chanteo, en el amor yo ya no creo <U+0001F577>."
"DukiSSJ","""Porque es bueno"" <U+0001F602> #NBAPlayoffs 

x ","Twitter for iPhone",0,34,"LAS NUBES",2840073,"""Porque es bueno"" <U+0001F602> #NBAPlayoffs 

@ACFresh21 x @DeMar_DeRozan https://t.co/eBeYZTzTpo"
"emimernes_","una bussines woman 
made in argentina <U+0001F1E6><U+0001F1F7>","Twitter for iPhone",8497,204,"Argentina",1017029,"una bussines woman 
made in argentina <U+0001F1E6><U+0001F1F7>"
"tiagopzk","nos fuimo a montevideooo<U+0001F496><U+0001F496><U+0001F496><U+0001F496><U+0001F496> ","Twitter for iPhone",0,23,"",1302318,"nos fuimo a montevideooo<U+0001F496><U+0001F496><U+0001F496><U+0001F496><U+0001F496> https://t.co/rSl7dI7aPS"
"LITkillah","El show de hoy fue una locura<U+2764><U+FE0F> 3/5 

solo quedan 2, los veo el 12 y el 13<U+0001F49E> los amo","Twitter for iPhone",10789,296,"Argentina",1569130,"El show de hoy fue una locura<U+2764><U+FE0F> 3/5 

solo quedan 2, los veo el 12 y el 13<U+0001F49E> los amo"
"cazzuoficial","Yo amo PR y solo es una canción de amor y ya, si lxs ofende no la saco <U+0001F62A>. Me avisan.","Twitter for iPhone",958,18,"Buenos Aires, Argentina",1653203,"@idvliz Yo amo PR y solo es una canción de amor y ya, si lxs ofende no la saco <U+0001F62A>. Me avisan."
"DukiSSJ","GANO NOS VEMO EN MA MAJOR 
La rompieron LOS felicito papús","Twitter for iPhone",20824,1657,"LAS NUBES",2840074,"GANO @9zTeam NOS VEMO EN MA MAJOR 
La rompieron @LuknCSGO @dgtcsgo @maxgzez @dav1dcs1 @roxfps @zakkfps 
LOS felicito papús"
"MariaBecerra22","Nooo! Era un chiste JAJAJJAJSJAJAJJA","Twitter for iPhone",351,15,"",2294625,"@becerravocals Nooo! Era un chiste JAJAJJAJSJAJAJJA"
"DukiSSJ","CHILE CHILE <U+0001F1E8><U+0001F1F1>","Twitter for iPhone",0,5,"LAS NUBES",2840073,"@DukiSSJ CHILE CHILE <U+0001F1E8><U+0001F1F1>"
"cazzuoficial","tu vas a ser la culpable de que yo muera de amor.","Twitter for iPhone",19176,2801,"Buenos Aires, Argentina",1653203,"tu vas a ser la culpable de que yo muera de amor."
"rusherkingg","Loquito x ti","Twitter for iPhone",18673,1410,"Santiago del Estero, Argentina",854599,"Loquito x ti"
"rusherkingg","Mami tú me hiciste santerías","Twitter for iPhone",10582,290,"Santiago del Estero, Argentina",854599,"Mami tú me hiciste santerías"
"bizarrap","t amo amigo","Twitter for iPhone",8831,46,"Buenos Aires, Argentina",3278395,"@Martinpdisalvo t amo amigo"
"MariaBecerra22","Gracias por sus hermosos deseos<U+2665><U+FE0F><U+0001F60D><U+0001F38A> este ha sido mi mejor cumpleaños! Me siento tan bien, tan plena. Me encuentro en el mejor momento de mi vida, siendo más feliz que nunca!!! <U+0001F62D><U+0001F496> 22<U+0001F496>","Twitter for iPhone",28661,515,"",2294625,"Gracias por sus hermosos deseos<U+2665><U+FE0F><U+0001F60D><U+0001F38A> este ha sido mi mejor cumpleaños! Me siento tan bien, tan plena. Me encuentro en el mejor momento de mi vida, siendo más feliz que nunca!!! <U+0001F62D><U+0001F496> 22<U+0001F496>"
"MariaBecerra22","ok ahora a esperar a que sean las 8 hnos becerros ","Twitter for iPhone",0,103,"",2294625,"ok ahora a esperar a que sean las 8 hnos becerros https://t.co/OPyRSWpbeK"
"DukiSSJ","ESTAMOS EN EL MAJOR. HISTORIA.

<U+0001F1FA><U+0001F1FE> <U+0001F1FA><U+0001F1FE> <U+0001F1E6><U+0001F1F7> <U+0001F1E6><U+0001F1F7> <U+0001F1E8><U+0001F1F1> #TodoVioleta <U+0001F49C> ","Twitter for iPhone",0,4511,"LAS NUBES",2840074,"ESTAMOS EN EL MAJOR. HISTORIA.

<U+0001F1FA><U+0001F1FE> @maxgzez 
<U+0001F1FA><U+0001F1FE> @dgtcsgo 
<U+0001F1E6><U+0001F1F7> @LuknCSGO 
<U+0001F1E6><U+0001F1F7> @roxfps 
<U+0001F1E8><U+0001F1F1> @dav1dcs1 

#TodoVioleta <U+0001F49C> @lemonapp_ar @intel @LogitechG https://t.co/lKp68Dn20F"
"KiddKeo95Flames","Os vemos esta noche en LOGROÑO ","Twitter for iPhone",889,15,"ROCKPORT",473625,"Os vemos esta noche en LOGROÑO https://t.co/bQBeT9iBEw"
"DukiSSJ","Feliz cumple espero ke lo pases hermoso en tu día , gracias por seguirme y el amor de siempre , bendiciones disfruta","Twitter for iPhone",2572,36,"LAS NUBES",2840073,"@dukopwssy Feliz cumple espero ke lo pases hermoso en tu día , gracias por seguirme y el amor de siempre , bendiciones disfruta"
"DukiSSJ","Hoy cumple años el mejor representante de la camiseta argentina que jamás haya visto en cualquier disciplina.. el eterno capitán nos enseñó a jugar, a comportarnos y ser buenas personas dentro y fuera de la cancha. Gracias mamá por hacerme contemporáneo a Luis Scola! ","Twitter for iPhone",0,75,"LAS NUBES",2840073,"Hoy cumple años el mejor representante de la camiseta argentina que jamás haya visto en cualquier disciplina.. el eterno capitán nos enseñó a jugar, a comportarnos y ser buenas personas dentro y fuera de la cancha. Gracias mamá por hacerme contemporáneo a Luis Scola! https://t.co/CbvPZSOCo6"
"DukiSSJ","Duki cada vez que le dices eso : ","Twitter for iPhone",0,140,"LAS NUBES",2840073,"@emimernes_ Duki cada vez que le dices eso : https://t.co/nGXbgCQtpb"
"rusherkingg","Una mami así hace que uno no se rinda","Twitter for iPhone",8608,419,"Santiago del Estero, Argentina",854599,"Una mami así hace que uno no se rinda"
"kheayf","amigo fue una lokura jajajajaj","Twitter for iPhone",3425,14,"Argentina",1515685,"@Martinpdisalvo amigo fue una lokura jajajajaj"
"kheayf","JAJAJAJJAJAJA el estafador de tinder de latinoamerica ojo muchachas","Twitter for iPhone",1060,21,"Argentina",1515685,"@big_guap_chase JAJAJAJJAJAJA el estafador de tinder de latinoamerica ojo muchachas"
"rusherkingg","Estoy haciendo que esa ma me diga papi","Twitter for iPhone",16751,502,"Santiago del Estero, Argentina",854599,"Estoy haciendo que esa ma me diga papi"
"kheayf","es una profesional su culo paso la tesis <U+0001F351><U+0001F525><U+0001FAD5> ","Twitter for iPhone",4633,218,"Argentina",1515685,"es una profesional su culo paso la tesis <U+0001F351><U+0001F525><U+0001FAD5> https://t.co/G7BM6tbJUz"
"cazzuoficial","pasan los años y seguimo llorando","Twitter for iPhone",1303,83,"Buenos Aires, Argentina",1653203,"@melanyriossss pasan los años y seguimo llorando"
"emimernes_","feliz cumpleaños mi amor! mañana festejamos <U+0001F525><U+0001F485><U+0001F3FB><U+0001F496><U+0001F9F8> te amo!","Twitter for iPhone",339,21,"Argentina",1017029,"@lovetoemiliaa feliz cumpleaños mi amor! mañana festejamos <U+0001F525><U+0001F485><U+0001F3FB><U+0001F496><U+0001F9F8> te amo!"
"kheayf","pero no quiero alejarte de mi &lt;/3","Twitter for iPhone",26173,3572,"Argentina",1515685,"pero no quiero alejarte de mi &lt;/3"
"KiddKeo95Flames","necesito ir a concierto de ","Twitter for iPhone",0,11,"ROCKPORT",473625,"necesito ir a concierto de @KiddKeo95Flames"
"PauloLondra","Soy tio <U+0001F498>","Twitter for iPhone",25186,435,"",1741703,"Soy tio <U+0001F498>"
"KiddKeo95Flames","Yummy","Twitter for iPhone",349,14,"ROCKPORT",473625,"Yummy"
"MariaBecerra22","Rena te amo","Twitter for iPhone",14306,203,"",2294625,"Rena te amo"
"DukiSSJ","2x1 vs 00nation. seguimos en pie loco, vamos carajo.","Twitter for iPhone",0,230,"LAS NUBES",2840074,"2x1 vs 00nation. seguimos en pie loco, vamos carajo."
"tiagopzk","JAMAS!!! Hablo por los que dicen que trabajé con tal persona y NO LO HICE!","Twitter for iPhone",170,17,"",1302318,"@agxlady JAMAS!!! Hablo por los que dicen que trabajé con tal persona y NO LO HICE!"
"KiddKeo95Flames","Añado par de fechas y mañana Resubo! ROCKPORT TOUR 2022 <U+0001F91E><U+0001F3FB><U+0001F499>","Twitter for iPhone",556,16,"ROCKPORT",473625,"Añado par de fechas y mañana Resubo! ROCKPORT TOUR 2022 <U+0001F91E><U+0001F3FB><U+0001F499>"
"PauloLondra","Algún día volveré a sacar música y los que no quieran van a tener que verme sonreír","Twitter for iPhone",71535,3932,"",1741703,"Algún día volveré a sacar música y los que no quieran van a tener que verme sonreír"
"DukiSSJ","Buen día pa escuchar LegenDaddy","Twitter for iPhone",19946,1789,"LAS NUBES",2840073,"Buen día pa escuchar LegenDaddy"
"DukiSSJ","2x1 vs 00nation. seguimos en pie loco, vamos carajo.","Twitter for iPhone",0,230,"LAS NUBES",2840073,"2x1 vs 00nation. seguimos en pie loco, vamos carajo."
"kheayf","si este año llego saco dos mixtape y mientras le sigo metiendo al álbum &lt;3","Twitter for iPhone",6998,223,"Argentina",1515685,"si este año llego saco dos mixtape y mientras le sigo metiendo al álbum &lt;3"
"KiddKeo95Flames","Don’t get lazy now we just getting started ","Twitter for iPhone",0,7,"ROCKPORT",473625,"Don’t get lazy now we just getting started https://t.co/PkSQN3iW8E"
"KiddKeo95Flames","#FREEMENOR #RR 
","Twitter for iPhone",148,6,"ROCKPORT",473625,"#FREEMENOR #RR 
https://t.co/ZAjnaeyjT9 https://t.co/lFUEnQTsWd"
"tiagopzk","Oficialmente la Pre-reventa de Tiago PZK en el Lunario del Auditorio Nacional en México se encuentra AGOTADA, en tan solo 45 minutos.

La venta oficial comienza el 9 de Marzo a las 11AM <U+0001F1F2><U+0001F1FD>.

Vamos por un lunario LLENO! ","Twitter for iPhone",0,55,"",1302318,"Oficialmente la Pre-reventa de Tiago PZK en el Lunario del Auditorio Nacional en México se encuentra AGOTADA, en tan solo 45 minutos.

La venta oficial comienza el 9 de Marzo a las 11AM <U+0001F1F2><U+0001F1FD>.

Vamos por un lunario LLENO! https://t.co/00IIXo3BPf"
"MariaBecerra22","Nunca ","Twitter for iPhone",20074,1275,"",2294625,"Nunca https://t.co/0nUiAiTIUJ"
"bizarrap","Cada vez los conozco menos a los que hacen la brzp session ","Twitter for iPhone",0,875,"Buenos Aires, Argentina",3278395,"Cada vez los conozco menos a los que hacen la brzp session https://t.co/zgrK9L6bv0"
"MariaBecerra22","Y yo te amooo a vos<U+2665><U+FE0F> gracias por tu amor! Siempre a darlo todo ","Twitter for iPhone",2342,54,"",2294625,"Y yo te amooo a vos<U+2665><U+FE0F> gracias por tu amor! Siempre a darlo todo https://t.co/zjBNE0APjf"
"cazzuoficial","GRACIAS a ustedes x salvarme a mi <U+0001F5A4> ","Twitter for iPhone",3870,116,"Buenos Aires, Argentina",1653203,"GRACIAS a ustedes x salvarme a mi <U+0001F5A4> https://t.co/H2qY2aML2a"
"emimernes_","de donde sacan esto, que miedo lpm","Twitter for iPhone",3016,41,"Argentina",1017029,"@bbcitamernes de donde sacan esto, que miedo lpm"
"rusherkingg","Que recuerdos cuando de pibito me escapaba por el techo de mi casa para ver a una loquita con la que andaba, después pinchó, pero yo la rompía saltando","Twitter for iPhone",11664,181,"Santiago del Estero, Argentina",854599,"Que recuerdos cuando de pibito me escapaba por el techo de mi casa para ver a una loquita con la que andaba, después pinchó, pero yo la rompía saltando"
"DukiSSJ","ajajaj elon musk quiere comprar twitter por 43 mil millones de dolares alguien q le avise q en el app store esta gratis <U+0001F602><U+0001F602><U+0001F602>","Twitter for iPhone",0,1285,"LAS NUBES",2840073,"ajajaj elon musk quiere comprar twitter por 43 mil millones de dolares alguien q le avise q en el app store esta gratis <U+0001F602><U+0001F602><U+0001F602>"
"LITkillah","Jajajja q locura el show de recien, tan re lokos jajajajja la pase increible gracias<U+0001F5A4>","Twitter for iPhone",18519,334,"Argentina",1569130,"Jajajja q locura el show de recien, tan re lokos jajajajja la pase increible gracias<U+0001F5A4>"
"emimernes_","me odio ","Twitter for iPhone",111595,2222,"Argentina",1017029,"me odio https://t.co/BY36nbMS6I"
"TruenoOficiaI","3 DE JUNIO PRIMER ADELANTO DEL DISCO <U+0001F618>","Twitter for iPhone",25704,934,"Buenos Aires, Argentina",1348060,"3 DE JUNIO PRIMER ADELANTO DEL DISCO <U+0001F618>"
"DukiSSJ","ES HOY ES HOY ES HOY ES HOY","Twitter for iPhone",36688,1380,"LAS NUBES",2840073,"ES HOY ES HOY ES HOY ES HOY"
"MariaBecerra22","Queee? Ay amor de mi vidaaaaa<U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F97A><U+2665><U+FE0F> muchisimas gracias por tanto amor!! Te llevo en el corazón por siempre<U+2665><U+FE0F><U+0001F64F><U+0001F3FD> ","Twitter for iPhone",14638,237,"",2294625,"Queee? Ay amor de mi vidaaaaa<U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F97A><U+2665><U+FE0F> muchisimas gracias por tanto amor!! Te llevo en el corazón por siempre<U+2665><U+FE0F><U+0001F64F><U+0001F3FD> https://t.co/hidFsELsOw"
"DukiSSJ","Making the #PGLMajor means the world to these guys <U+0001F525>

<U+0001F1E6><U+0001F1F7> <U+0001F1FA><U+0001F1FE> <U+0001F1E8><U+0001F1F1> ","Twitter for iPhone",0,2902,"LAS NUBES",2840074,"Making the #PGLMajor means the world to these guys <U+0001F525>

<U+0001F1E6><U+0001F1F7> <U+0001F1FA><U+0001F1FE> <U+0001F1E8><U+0001F1F1> @9zTeam https://t.co/G3ILVEea2R"
"bizarrap","de tanto pisar la luna me ensucié los ferragamo","Twitter for iPhone",25212,725,"Buenos Aires, Argentina",3278395,"de tanto pisar la luna me ensucié los ferragamo"
"bizarrap","a partir del 00:15","Twitter for iPhone",1364,10,"Buenos Aires, Argentina",3278395,"@Falbo_IM a partir del 00:15"
"DukiSSJ","2x0 vs y seguimos en pie! daleeee<U+0001F49C>","Twitter for iPhone",0,35,"LAS NUBES",2840074,"2x0 vs @saocaetanogg y seguimos en pie! daleeee<U+0001F49C>"
"rusherkingg","Como la rompió cazzu<U+0001F44F><U+0001F44F><U+0001F44F>","Twitter for iPhone",16360,274,"Santiago del Estero, Argentina",854599,"Como la rompió cazzu<U+0001F44F><U+0001F44F><U+0001F44F>"
"DukiSSJ","Ufffff LA EMBAJADA ","Twitter for iPhone",2107,40,"LAS NUBES",2840074,"Ufffff LA EMBAJADA https://t.co/0JWgJ0kWmE"
"MariaBecerra22","Maria Becerra cantando “Episodios” en la Fiesta del Lago. ","Twitter for iPhone",0,182,"",2294625,"Maria Becerra cantando “Episodios” en la Fiesta del Lago. https://t.co/Fsyyu9EOGV"
"DukiSSJ","Instant karma","Twitter for iPhone",2926,35,"LAS NUBES",2840074,"@facucampazzo Instant karma"
"emimernes_","sos un hdp","Twitter for iPhone",3294,42,"Argentina",1017029,"@Martinpdisalvo sos un hdp"
"emimernes_","JAJAAJ TE AMO DONDE ESTÁS ME FALTA MI HOMBRE","Twitter for iPhone",29681,352,"Argentina",1017029,"@DukiSSJ JAJAAJ TE AMO DONDE ESTÁS ME FALTA MI HOMBRE"
"tiagopzk","I feel that you are afraid to show me","Twitter for iPhone",6462,359,"",1302318,"I feel that you are afraid to show me"
"cazzuoficial","me dice turra","Twitter for iPhone",18062,1166,"Buenos Aires, Argentina",1653203,"me dice turra"
"MariaBecerra22","Jajajajjajajajajajajjajajajqjaja son unos jalas","Twitter for iPhone",2013,23,"",2294625,"@FMK026 Jajajajjajajajajajajjajajajqjaja son unos jalas"
"DukiSSJ","Bendiciones hermano te deseo lo mejor","Twitter for iPhone",3070,20,"LAS NUBES",2840073,"@cristianagudod1 Bendiciones hermano te deseo lo mejor"
"bizarrap","el duko, lo mas grande q hay amigo ","Twitter for iPhone",58358,3369,"Buenos Aires, Argentina",3278395,"el duko, lo mas grande q hay amigo https://t.co/rOqoWa89qg"
"tiagopzk","Yo no se lo que es eterno, no me pidas algo que es del tiempo","Twitter for iPhone",40584,3111,"",1302318,"Yo no se lo que es eterno, no me pidas algo que es del tiempo"
"LITkillah","Si les digo que en 3 dias saco un tema en solitario.. o casi <U+0001F605> ke dicen ?","Twitter for iPhone",35074,638,"Argentina",1569130,"Si les digo que en 3 dias saco un tema en solitario.. o casi <U+0001F605> ke dicen ?"
"rusherkingg","Que hdm","Twitter for iPhone",6330,127,"Santiago del Estero, Argentina",854599,"Que hdm"
"MariaBecerra22","Tiene miedito o que…?","Twitter for iPhone",34054,2424,"",2294625,"Tiene miedito o que…?"
"cazzuoficial","PE ERREEEEE <U+0001F1F5><U+0001F1F7> <U+0001F5A4>","Twitter for iPhone",3917,102,"Buenos Aires, Argentina",1653203,"PE ERREEEEE <U+0001F1F5><U+0001F1F7> <U+0001F5A4>"
"kheayf","ossssss bien ahiii amigo <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F> la sube montonaso q te haya gustado así <U+0001F60D><U+0001F60D>","Twitter for iPhone",3419,29,"Argentina",1515685,"@Martinpdisalvo ossssss bien ahiii amigo <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F> la sube montonaso q te haya gustado así <U+0001F60D><U+0001F60D>"
"tiagopzk","Seguis queriendo cambiar tu auto por mi play amigo?","Twitter for iPhone",9927,126,"",1302318,"@rusherkingg Seguis queriendo cambiar tu auto por mi play amigo?"
"TruenoOficiaI","MAÑANA NUEVO TEMA 18HS ARGENTINA 23HS ESPAÑAA <U+0001F62C><U+0001F62C>","Twitter for iPhone",13951,528,"Buenos Aires, Argentina",1348060,"MAÑANA NUEVO TEMA 18HS ARGENTINA 23HS ESPAÑAA <U+0001F62C><U+0001F62C>"
"PauloLondra","Gracias Dios por la familia","Twitter for iPhone",17528,1638,"",1741703,"Gracias Dios por la familia"
"rusherkingg","Tratando de entenderte me gradué","Twitter for iPhone",16034,934,"Santiago del Estero, Argentina",854599,"Tratando de entenderte me gradué"
"MariaBecerra22","Te amo mi amor! Gracias por estar siempre y publicar cosas que me hace tan feliz ver","Twitter for iPhone",284,20,"",2294625,"@gwsbecerra Te amo mi amor! Gracias por estar siempre y publicar cosas que me hace tan feliz ver"
"DukiSSJ","NO LE CUENTEN A LOS DE INSTAGRAM, PERO MEPA QUE SALIMOS CON LA SEGUNDAA <U+0001F975>","Twitter for iPhone",0,157,"LAS NUBES",2840074,"NO LE CUENTEN A LOS DE INSTAGRAM, PERO MEPA QUE SALIMOS CON LA SEGUNDAA <U+0001F975>"
"LITkillah","En media hora salimoooooo aaaa que manija wachooo daleee los quiero s todos en mi canal a las 19:00hs escuchando KU’ ft L-Gante y Delageezy","Twitter for iPhone",12174,365,"Argentina",1569130,"En media hora salimoooooo aaaa que manija wachooo daleee los quiero s todos en mi canal a las 19:00hs escuchando KU’ ft L-Gante y Delageezy"
"KiddKeo95Flames","Lo unico que necesito es ir a un concierto de ","Twitter for iPhone",0,28,"ROCKPORT",473625,"Lo unico que necesito es ir a un concierto de @KiddKeo95Flames"
"PauloLondra","Ojalá lo que me paso a mi no le pase a nadie mas, que el egoísmo de un sello gane al sueño del barrio y a lo que significa la música parami","Twitter for iPhone",25077,1609,"",1741703,"Ojalá lo que me paso a mi no le pase a nadie mas, que el egoísmo de un sello gane al sueño del barrio y a lo que significa la música parami"
"kheayf","Díganle a que lo quiero un chingo, que gracias por venir a México solo a cantar Se Motiva y Ayer me llamó mi ex <U+0001F525> denle mucho love por todas partes <U+0001F64F><U+0001F3FB> ","Twitter for iPhone",0,769,"Argentina",1515685,"Díganle a @kheayf que lo quiero un chingo, que gracias por venir a México solo a cantar Se Motiva y Ayer me llamó mi ex <U+0001F525> denle mucho love por todas partes <U+0001F64F><U+0001F3FB> https://t.co/ZyQVQto3JQ"
"tiagopzk","Lo nuestro fue temporal pero no pasa de moda","Twitter for iPhone",20990,1799,"",1302318,"Lo nuestro fue temporal pero no pasa de moda"
"PauloLondra","Mi mano es chica pero igual sostiene el balón y pica 
De manera de que si el gringo dispara siempre triplica Jeh 

#adidassuperstar 
adidasar 

Lesguere ","Instagram",2725,117,"",1741703,"Mi mano es chica pero igual sostiene el balón y pica 
De manera de que si el gringo dispara siempre triplica Jeh 

#adidassuperstar 
adidasar 

Lesguere https://t.co/l9XjbA2LZH"
"DukiSSJ","Rompes todooo, te veo arriba del escenario","Twitter for iPhone",2496,44,"LAS NUBES",2840073,"@FMK026 Rompes todooo, te veo arriba del escenario"
